Season,Player,Team,Position,all_rank,evs_rank,gpk_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,fan_rank,Role,GP,TOI,SV%,GAA,xG Against,Goals Against,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,Specific Position,W,L,OT/SO,Shutouts,all_history,evs_history,gpk_history,team_history
2016-2017,Calvin Pickard,COL,G,46.0,46.0,38.0,34.0,44.0,38.0,46.0,53.0,27.0,38.0,38.0,35.0,52.0,Starter,50,2800.2666666667,0.904,3.0,111.62,140,24,1992-04-15,CAN,CAN,73,210,2010,2,49,8475717,G,15,31,2,2,"[None, None, 95, 96, 11]","[None, None, 98, 84, 8]","[None, None, 31, 97, 6]","[None, None, 'COL', 'COL', 'COL']"
2016-2017,Cam Talbot,EDM,G,9.0,14.0,15.0,21.0,11.0,29.0,41.0,47.0,34.0,20.0,22.0,22.0,13.0,Starter,73,4294.0,0.919,2.39,194.05,171,29,1987-07-05,CAN,CAN,76,201,-,-,-,8475660,G,42,22,8,7,"[None, 99, 92, 66, 89]","[None, 96, 92, 28, 85]","[None, 97, 66, 74, 76]","[None, 'NYR', 'NYR', 'EDM', 'EDM']"
2016-2017,Cam Ward,CAR,G,50.0,53.0,34.0,52.0,45.0,51.0,43.0,16.0,53.0,52.0,53.0,55.0,46.0,Starter,61,3617.9166666667,0.905,2.69,146.42,162,32,1984-02-29,CAN,CAN,73,194,2002,1,25,8470320,G,26,22,12,2,"[54, 19, 31, 35, 19]","[58, 33, 21, 34, 16]","[25, 7, 74, 24, 61]","['CAR', 'CAR', 'CAR', 'CAR', 'CAR']"
2016-2017,Carey Price,MTL,G,16.0,9.0,36.0,20.0,40.0,2.0,20.0,13.0,2.0,3.0,3.0,4.0,3.0,Starter,62,3708.1333333333,0.923,2.23,144.93,138,29,1987-08-16,CAN,CAN,75,217,2005,1,5,8471679,G,37,20,5,3,"[26, 91, 94, None, 65]","[39, 91, 94, None, 71]","[18, 78, 82, None, 37]","['MTL', 'MTL', 'MTL', None, 'MTL']"
2016-2017,Carter Hutton,STL,G,35.0,48.0,20.0,53.0,29.0,35.0,23.0,8.0,54.0,56.0,51.0,36.0,32.0,Backup,30,1459.05,0.913,2.39,56.85,58,30,1985-12-19,CAN,CAN,72,211,-,-,-,8475622,G,13,8,2,4,"[None, 22, 16, 46, 48]","[None, 19, 6, 25, 42]","[None, 12, 71, 84, 55]","[None, 'NSH', 'NSH', 'NSH', 'STL']"
2016-2017,Chad Johnson,CGY,G,30.0,39.0,47.0,43.0,43.0,44.0,27.0,27.0,38.0,40.0,40.0,53.0,36.0,Tandem (1B),36,2014.5666666667,0.910,2.59,87.01,87,30,1986-06-10,CAN,CAN,75,197,2006,5,125,8473434,G,18,15,1,3,"[None, 84, 2, 71, 56]","[None, 82, 8, 38, 45]","[None, 60, 0, 59, 39]","[None, 'BOS', 'NYI', 'BUF', 'CGY']"
2016-2017,Connor Hellebuyck,WPG,G,42.0,34.0,56.0,26.0,39.0,39.0,24.0,28.0,41.0,50.0,50.0,45.0,41.0,Starter,56,3033.5166666667,0.907,2.89,131.05,146,23,1993-05-19,USA,USA,76,216,2012,5,130,8476945,G,26,19,4,4,"[None, None, None, 87, 23]","[None, None, None, 90, 18]","[None, None, None, 15, 19]","[None, None, None, 'WPG', 'WPG']"
2016-2017,Corey Crawford,CHI,G,12.0,6.0,32.0,23.0,30.0,6.0,44.0,49.0,15.0,6.0,7.0,6.0,8.0,Starter,55,3246.8666666667,0.918,2.55,145.28,138,31,1984-12-31,CAN,CAN,74,216,2003,2,52,8470645,G,32,18,4,2,"[72, 42, 74, 93, 71]","[61, 45, 77, 87, 73]","[56, 22, 61, 53, 44]","['CHI', 'CHI', 'CHI', 'CHI', 'CHI']"
2016-2017,Cory Schneider,NJD,G,33.0,37.0,28.0,37.0,57.0,11.0,3.0,20.0,31.0,28.0,28.0,11.0,42.0,Starter,60,3472.8333333333,0.908,2.82,144.53,163,30,1986-03-18,USA,USA,75,214,2004,1,26,8471239,G,20,27,11,2,"[82, 58, 81, 82, 21]","[70, 30, 76, 62, 27]","[77, 93, 89, 57, 45]","['VAN', 'NJD', 'NJD', 'NJD', 'NJD']"
2016-2017,Craig Anderson,OTT,G,17.0,10.0,48.0,2.0,33.0,15.0,47.0,43.0,11.0,12.0,14.0,5.0,5.0,Tandem (1B),40,2421.2333333333,0.926,2.28,102.28,92,35,1981-05-21,USA,USA,74,187,2001,3,73,8467950,G,25,11,4,5,"[93, 31, 65, 41, 79]","[81, 58, 74, 35, 92]","[89, 3, 44, 34, 24]","['OTT', 'OTT', 'OTT', 'OTT', 'OTT']"
2016-2017,Curtis McElhinney,TOR,G,36.0,52.0,23.0,41.0,55.0,42.0,53.0,42.0,56.0,58.0,60.0,50.0,55.0,Backup,21,1134.65,0.917,2.7,50.75,51,33,1983-05-23,CAN,CAN,74,210,2002,6,176,8470147,G,8,8,2,1,"[None, 16, 55, 15, 60]","[None, 9, 16, 1, 65]","[None, 19, 92, 94, 23]","[None, 'CBJ', 'CBJ', 'CBJ', 'TOR']"
2016-2017,Darcy Kuemper,MIN,G,59.0,59.0,16.0,59.0,59.0,33.0,35.0,39.0,61.0,51.0,52.0,25.0,50.0,Backup,18,1053.0333333333,0.902,3.13,41.32,55,26,1990-05-05,CAN,CAN,77,215,2009,6,161,8475311,G,8,5,3,0,"[None, 24, 6, 50, 3]","[None, 51, 2, 41, 5]","[None, 4, 16, 99, 60]","[None, 'MIN', 'MIN', 'MIN', 'MIN']"
2016-2017,Devan Dubnyk,MIN,G,40.0,41.0,39.0,12.0,50.0,19.0,9.0,4.0,9.0,5.0,6.0,3.0,7.0,Starter,65,3758.6,0.923,2.25,132.78,141,30,1986-05-04,CAN,CAN,78,224,2004,1,14,8471227,G,40,19,5,5,"[91, 7, 77, 32, 35]","[77, 13, 73, 54, 23]","[84, 82, 79, 9, 63]","['EDM', 'NSH', 'MIN', 'MIN', 'MIN']"
2016-2017,Eddie Lack,CAR,G,58.0,40.0,61.0,48.0,56.0,30.0,52.0,25.0,50.0,61.0,56.0,60.0,53.0,Backup,20,1089.85,0.902,2.64,37.92,48,28,1988-01-05,SWE,SWE,76,187,-,-,-,8475663,G,8,7,3,1,"[None, 39, 89, 29, 10]","[None, 52, 63, 50, 29]","[None, 34, 90, 63, 2]","[None, 'VAN', 'VAN', 'CAR', 'CAR']"
2016-2017,Frederik Andersen,TOR,G,18.0,20.0,9.0,46.0,25.0,18.0,14.0,40.0,6.0,14.0,16.0,19.0,15.0,Starter,66,3799.3333333333,0.918,2.67,177.55,169,26,1989-10-02,DNK,DNK,76,238,2012,3,87,8475883,G,33,16,14,4,"[None, 90, 73, 54, 73]","[None, 84, 65, 60, 68]","[None, 90, 76, 56, 85]","[None, 'ANA', 'ANA', 'ANA', 'TOR']"
2016-2017,Henrik Lundqvist,NYR,G,19.0,16.0,43.0,27.0,17.0,32.0,36.0,51.0,23.0,33.0,34.0,27.0,21.0,Starter,57,3240.4333333333,0.910,2.74,143.46,148,34,1982-03-02,SWE,SWE,73,182,2000,7,205,8468685,G,31,20,4,2,"[89, 85, 79, 94, 50]","[95, 93, 85, 99, 52]","[28, 63, 35, 19, 47]","['NYR', 'NYR', 'NYR', 'NYR', 'NYR']"
2016-2017,J-F Berube,NYI,G,62.0,61.0,62.0,62.0,9.0,61.0,1.0,45.0,39.0,48.0,48.0,58.0,62.0,Backup,14,526.81666666667,0.889,3.42,19.04,30,25,1991-07-13,CAN,CAN,73,177,2009,4,95,8475234,G,3,2,2,0,"[None, None, None, None, 0]","[None, None, None, None, 2]","[None, None, None, None, 0]","[None, None, None, None, 'NYI']"
2016-2017,Jacob Markstrom,VAN,G,28.0,36.0,27.0,45.0,32.0,31.0,57.0,48.0,26.0,19.0,12.0,28.0,47.0,Backup,26,1416.9666666667,0.911,2.63,58.04,62,26,1990-01-31,SWE,SWE,78,207,2008,2,31,8474593,G,10,11,3,0,"[12, 0, None, 81, 40]","[28, 3, None, 59, 37]","[2, 39, None, 88, 35]","['FLA', 'VAN', None, 'VAN', 'VAN']"
2016-2017,Jake Allen,STL,G,38.0,42.0,14.0,30.0,21.0,41.0,8.0,11.0,20.0,24.0,25.0,34.0,16.0,Starter,61,3418.3166666667,0.915,2.42,128.11,138,26,1990-08-07,CAN,CAN,74,195,2008,2,34,8474596,G,33,20,5,4,"[49, None, 52, 59, 31]","[32, None, 52, 37, 32]","[81, None, 39, 79, 79]","['STL', None, 'STL', 'STL', 'STL']"
2016-2017,James Reimer,FLA,G,27.0,13.0,54.0,36.0,7.0,9.0,29.0,55.0,24.0,37.0,30.0,12.0,29.0,Tandem (1A),43,2324.5833333333,0.920,2.53,99.51,98,28,1988-03-15,CAN,CAN,75,205,2006,4,99,8473503,G,18,16,5,3,"[79, 40, 29, 40, 66]","[60, 60, 31, 76, 79]","[88, 10, 55, 7, 31]","['TOR', 'TOR', 'TOR', 'SJS', 'FLA']"
2016-2017,Jared Coreau,DET,G,60.0,60.0,6.0,60.0,54.0,52.0,10.0,22.0,62.0,62.0,62.0,58.0,60.0,Backup,14,712.26666666667,0.887,3.45,32.25,41,24,1991-11-05,CAN,CAN,78,214,-,-,-,8477225,G,5,4,3,2,"[None, None, None, None, 5]","[None, None, None, None, 6]","[None, None, None, None, 87]","[None, None, None, None, 'DET']"
2016-2017,Jaroslav Halak,NYI,G,11.0,21.0,4.0,55.0,4.0,36.0,25.0,57.0,36.0,45.0,45.0,26.0,23.0,Backup,28,1605.4833333333,0.915,2.8,78.5,75,31,1985-05-13,SVK,SVK,71,189,2003,9,271,8470860,G,12,9,5,2,"[21, 75, 84, 84, 76]","[26, 37, 84, 75, 60]","[35, 79, 48, 90, 89]","['STL', 'WSH', 'NYI', 'NYI', 'NYI']"
2016-2017,Jeff Zatkoff,LAK,G,61.0,62.0,1.0,4.0,62.0,62.0,2.0,2.0,46.0,54.0,55.0,61.0,61.0,Backup,13,550.4,0.879,2.94,17.47,27,29,1987-06-09,USA,USA,74,186,2006,3,74,8473553,G,2,7,1,0,"[None, 45, None, 10, 2]","[None, 21, None, 6, 0]","[None, 96, None, 93, 95]","[None, 'PIT', None, 'PIT', 'LAK']"
2016-2017,Jimmy Howard,DET,G,21.0,32.0,7.0,56.0,12.0,25.0,30.0,29.0,8.0,11.0,13.0,21.0,33.0,Backup,26,1396.7166666667,0.927,2.1,56.18,49,32,1984-03-26,USA,USA,73,218,2003,2,64,8470657,G,10,11,1,1,"[68, 27, 15, 25, 84]","[84, 39, 19, 49, 50]","[60, 43, 24, 54, 98]","['DET', 'DET', 'DET', 'DET', 'DET']"
2016-2017,John Gibson,ANA,G,4.0,19.0,2.0,18.0,6.0,40.0,19.0,15.0,17.0,17.0,19.0,20.0,9.0,Starter,52,2950.35,0.924,2.22,130.75,109,23,1993-07-14,USA,USA,74,210,2011,2,39,8476434,G,25,16,9,6,"[None, None, 48, 72, 94]","[None, None, 37, 32, 82]","[None, None, 18, 96, 97]","[None, None, 'ANA', 'ANA', 'ANA']"
2016-2017,Jonathan Bernier,ANA,G,25.0,35.0,5.0,29.0,61.0,21.0,32.0,33.0,29.0,27.0,21.0,16.0,37.0,Tandem (1B),39,1993.1833333333,0.915,2.5,90.29,83,28,1988-08-07,CAN,CAN,72,185,2006,1,11,8473541,G,21,7,4,2,"[70, 82, 68, 18, 77]","[75, 85, 71, 13, 61]","[51, 69, 69, 78, 90]","['LAK', 'TOR', 'TOR', 'TOR', 'ANA']"
2016-2017,Jonathan Quick,LAK,G,2.0,5.0,13.0,54.0,5.0,23.0,48.0,9.0,25.0,42.0,42.0,39.0,18.0,Backup,17,930.95,0.917,2.26,43.22,35,30,1986-01-21,USA,USA,73,220,2005,3,72,8471734,G,8,5,2,2,"[28, 55, 56, 78, 95]","[18, 66, 60, 63, 90]","[65, 16, 40, 62, 82]","['LAK', 'LAK', 'LAK', 'LAK', 'LAK']"
2016-2017,Joonas Korpisalo,CBJ,G,24.0,27.0,12.0,58.0,1.0,56.0,37.0,52.0,37.0,43.0,43.0,48.0,35.0,Backup,14,790.51666666667,0.905,2.88,36.88,38,22,1994-04-28,FIN,FIN,75,193,2012,3,62,8476914,G,7,5,1,1,"[None, None, None, 91, 52]","[None, None, None, 96, 31]","[None, None, None, 47, 84]","[None, None, None, 'CBJ', 'CBJ']"
2016-2017,Juuse Saros,NSH,G,8.0,18.0,3.0,1.0,47.0,37.0,12.0,46.0,14.0,4.0,5.0,8.0,12.0,Backup,21,1199.9166666667,0.923,2.35,52.67,47,21,1995-04-19,FIN,FIN,71,180,2013,4,99,8477424,G,10,8,3,1,"[None, None, None, None, 82]","[None, None, None, None, 69]","[None, None, None, None, 94]","[None, None, None, None, 'NSH']"
2016-2017,Kari Lehtonen,DAL,G,45.0,24.0,58.0,42.0,23.0,43.0,59.0,41.0,48.0,53.0,54.0,51.0,49.0,Starter,59,3177.15,0.902,2.85,142.18,151,32,1983-11-16,FIN,FIN,76,209,2002,1,2,8470140,G,22,25,7,3,"[88, 88, 26, 38, 37]","[79, 88, 40, 18, 76]","[79, 76, 45, 69, 3]","['DAL', 'DAL', 'DAL', 'DAL', 'DAL']"
2016-2017,Keith Kinkaid,NJD,G,44.0,38.0,25.0,3.0,18.0,58.0,5.0,36.0,43.0,49.0,49.0,44.0,48.0,Backup,26,1476.0833333333,0.917,2.64,64.14,65,27,1989-07-04,USA,USA,74,195,-,-,-,8476234,G,8,13,3,1,"[None, None, 32, 7, 58]","[None, None, 87, 4, 66]","[None, None, 2, 68, 69]","[None, None, 'NJD', 'NJD', 'NJD']"
2016-2017,Louis Domingue,ARI,G,47.0,25.0,60.0,49.0,49.0,8.0,61.0,56.0,44.0,47.0,47.0,49.0,54.0,Backup,31,1598.6833333333,0.908,3.08,74.38,82,24,1992-03-06,CAN,CAN,75,208,2010,5,138,8475839,G,11,15,1,0,"[None, None, None, 34, 29]","[None, None, None, 74, 55]","[None, None, None, 13, 15]","[None, None, None, 'ARI', 'ARI']"
2016-2017,Marc-Andre Fleury,PIT,G,23.0,28.0,29.0,14.0,51.0,22.0,49.0,54.0,40.0,30.0,31.0,24.0,25.0,Tandem (1B),38,2125.25,0.909,3.02,105.06,107,31,1984-11-28,CAN,CAN,74,185,2003,1,1,8470594,G,18,10,7,1,"[51, 37, 76, 56, 61]","[54, 27, 66, 71, 47]","[58, 85, 95, 46, 48]","['PIT', 'PIT', 'PIT', 'PIT', 'PIT']"
2016-2017,Martin Jones,SJS,G,26.0,31.0,19.0,39.0,48.0,27.0,16.0,7.0,18.0,25.0,26.0,41.0,28.0,Starter,65,3800.35,0.912,2.4,158.48,152,26,1990-01-10,CAN,CAN,76,203,-,-,-,8474889,G,35,23,6,2,"[None, 97, 21, 62, 63]","[None, 97, 23, 46, 53]","[None, 73, 5, 65, 73]","[None, 'LAK', 'LAK', 'SJS', 'SJS']"
2016-2017,Matt Murray,PIT,G,5.0,8.0,26.0,28.0,28.0,1.0,56.0,34.0,1.0,2.0,2.0,2.0,2.0,Tandem (1A),49,2765.8,0.923,2.41,123.3,111,22,1994-05-25,CAN,CAN,77,203,2012,3,83,8476899,G,32,10,4,4,"[None, None, None, 85, 85]","[None, None, None, 65, 84]","[None, None, None, 66, 52]","[None, None, None, 'PIT', 'PIT']"
2016-2017,Michael Hutchinson,WPG,G,57.0,57.0,45.0,47.0,34.0,59.0,18.0,21.0,59.0,57.0,59.0,52.0,57.0,Backup,28,1378.3333333333,0.903,2.92,55.74,67,26,1990-03-02,CAN,CAN,75,201,2008,3,77,8474636,G,9,12,3,1,"[None, None, 66, 22, 13]","[None, None, 58, 10, 13]","[None, None, 60, 71, 16]","[None, None, 'WPG', 'WPG', 'WPG']"
2016-2017,Michal Neuvirth,PHI,G,54.0,55.0,50.0,57.0,41.0,46.0,45.0,14.0,55.0,44.0,44.0,54.0,51.0,Backup,28,1363.6333333333,0.891,2.82,50.27,64,28,1988-03-23,CZE,CZE,73,209,2006,2,34,8473607,G,11,11,1,0,"[47, 93, 63, 88, 6]","[23, 48, 68, 68, 10]","[86, 94, 23, 85, 5]","['WSH', 'BUF', 'NYI', 'PHI', 'PHI']"
2016-2017,Mike Condon,OTT,G,37.0,43.0,35.0,32.0,46.0,45.0,39.0,18.0,35.0,46.0,46.0,47.0,38.0,Tandem (1A),41,2324.4166666667,0.914,2.48,96.01,96,26,1990-04-27,USA,USA,74,195,-,-,-,8477237,G,19,14,6,5,"[None, None, None, 19, 53]","[None, None, None, 16, 44]","[None, None, None, 38, 50]","[None, None, None, 'MTL', 'OTT']"
2016-2017,Mike Smith,ARI,G,22.0,11.0,41.0,11.0,31.0,12.0,55.0,62.0,49.0,41.0,41.0,46.0,43.0,Starter,55,3202.1333333333,0.914,2.92,158.84,156,34,1982-03-22,CAN,CAN,77,220,2001,5,161,8469608,G,19,26,9,3,"[39, 70, 19, 47, 69]","[53, 75, 15, 88, 77]","[16, 25, 47, 32, 40]","['PHX', 'PHX', 'ARI', 'ARI', 'ARI']"
2016-2017,Pekka Rinne,NSH,G,53.0,50.0,57.0,15.0,15.0,55.0,11.0,3.0,22.0,29.0,29.0,43.0,20.0,Starter,61,3567.7833333333,0.918,2.42,134.71,144,33,1982-11-03,FIN,FIN,77,217,2004,8,258,8471469,G,31,19,9,3,"[25, 1, 42, 6, 32]","[49, 0, 56, 15, 40]","[9, 70, 37, 12, 18]","['NSH', 'NSH', 'NSH', 'NSH', 'NSH']"
2016-2017,Peter Budaj,TBL,G,34.0,29.0,53.0,22.0,16.0,49.0,6.0,1.0,32.0,22.0,17.0,33.0,24.0,Starter,60,3308.2666666667,0.915,2.18,120.99,120,33,1982-09-18,SVK,SVK,73,196,2001,2,63,8469514,G,30,21,3,7,"[18, 34, None, None, 47]","[7, 43, None, None, 56]","[61, 52, None, None, 27]","['MTL', 'MTL', None, None, 'TBL']"
2016-2017,Petr Mrazek,DET,G,52.0,33.0,46.0,40.0,36.0,24.0,7.0,31.0,51.0,36.0,37.0,37.0,45.0,Starter,50,2857.5166666667,0.901,3.04,120.5,145,24,1992-02-14,CZE,CZE,74,188,2010,5,141,8475852,G,18,21,9,1,"[None, None, 61, 60, 15]","[None, None, 61, 66, 35]","[None, None, 65, 49, 26]","[None, None, 'DET', 'DET', 'DET']"
2016-2017,Philipp Grubauer,WSH,G,7.0,15.0,10.0,5.0,35.0,16.0,34.0,5.0,33.0,10.0,4.0,7.0,14.0,Backup,24,1264.5666666667,0.926,2.04,51.46,43,24,1991-11-25,DEU,DEU,73,188,2010,4,112,8475831,G,13,6,2,3,"[None, 81, None, 74, 90]","[None, 49, None, 53, 81]","[None, 99, None, 91, 68]","[None, 'WSH', None, 'WSH', 'WSH']"
2016-2017,Roberto Luongo,FLA,G,41.0,51.0,31.0,50.0,13.0,47.0,40.0,35.0,19.0,26.0,27.0,15.0,27.0,Tandem (1B),40,2327.1666666667,0.915,2.68,93.86,104,37,1979-04-04,CAN,CAN,75,215,1997,1,4,8466141,G,17,15,6,1,"[37, 54, 44, 69, 26]","[47, 57, 47, 78, 11]","[19, 30, 42, 16, 74]","['VAN', 'FLA', 'FLA', 'FLA', 'FLA']"
2016-2017,Robin Lehner,BUF,G,32.0,49.0,17.0,19.0,19.0,53.0,26.0,44.0,21.0,13.0,15.0,14.0,31.0,Starter,59,3406.7333333333,0.921,2.68,148.01,152,25,1991-07-24,SWE,SWE,76,250,2009,2,46,8475215,G,23,26,8,2,"[95, 51, 11, 49, 55]","[82, 24, 5, 31, 39]","[96, 66, 13, 82, 77]","['OTT', 'OTT', 'OTT', 'BUF', 'BUF']"
2016-2017,Ryan Miller,VAN,G,29.0,22.0,59.0,33.0,2.0,34.0,28.0,60.0,52.0,31.0,33.0,18.0,44.0,Starter,54,3211.85,0.914,2.8,139.41,150,36,1980-07-17,USA,USA,75,170,1999,5,138,8468011,G,18,29,6,3,"[74, 63, 50, 68, 45]","[63, 34, 29, 79, 63]","[67, 72, 50, 29, 8]","['BUF', 'STL', 'VAN', 'VAN', 'VAN']"
2016-2017,Scott Darling,CHI,G,15.0,3.0,30.0,31.0,14.0,3.0,50.0,50.0,10.0,21.0,23.0,29.0,10.0,Backup,32,1688.5833333333,0.924,2.38,71.88,67,27,1988-12-22,USA,USA,78,226,2007,6,153,8474152,G,18,5,5,2,"[None, None, 98, 44, 74]","[None, None, 97, 26, 95]","[None, None, 77, 81, 32]","[None, None, 'CHI', 'CHI', 'CHI']"
2016-2017,Semyon Varlamov,COL,G,56.0,58.0,51.0,35.0,58.0,54.0,62.0,59.0,57.0,55.0,57.0,56.0,58.0,Backup,24,1347.7833333333,0.898,3.38,59.91,76,28,1988-04-27,RUS,RUS,74,206,2006,1,23,8473575,G,6,17,0,1,"[53, 94, 87, 51, 8]","[35, 94, 55, 56, 3]","[74, 84, 98, 40, 10]","['COL', 'COL', 'COL', 'COL', 'COL']"
2016-2017,Sergei Bobrovsky,CBJ,G,3.0,12.0,8.0,44.0,8.0,14.0,38.0,32.0,13.0,9.0,11.0,23.0,6.0,Starter,63,3707.0666666667,0.931,2.06,163.45,127,27,1988-09-20,RUS,RUS,74,182,-,-,-,8475683,G,41,17,5,7,"[84, 60, 60, 24, 98]","[91, 63, 44, 19, 97]","[46, 81, 52, 41, 92]","['CBJ', 'CBJ', 'CBJ', 'CBJ', 'CBJ']"
2016-2017,Steve Mason,PHI,G,43.0,26.0,55.0,10.0,38.0,48.0,60.0,24.0,42.0,23.0,24.0,40.0,34.0,Starter,58,3224.6166666667,0.908,2.66,130.02,143,28,1988-05-29,CAN,CAN,76,188,2006,3,69,8473461,G,26,21,8,3,"[40, 36, 82, 63, 18]","[21, 36, 95, 85, 24]","[82, 48, 15, 6, 34]","['PHI', 'PHI', 'PHI', 'PHI', 'PHI']"
2016-2017,Thomas Greiss,NYI,G,14.0,7.0,18.0,38.0,26.0,4.0,31.0,58.0,12.0,16.0,18.0,13.0,22.0,Starter,51,2813.2833333333,0.913,2.69,130.2,126,30,1986-01-29,DEU,DEU,74,219,2004,3,94,8471306,G,26,18,5,3,"[None, 61, 23, 97, 68]","[None, 87, 32, 91, 74]","[None, 64, 94, 60, 65]","[None, 'PHX', 'PIT', 'NYI', 'NYI']"
2016-2017,Tuukka Rask,BOS,G,39.0,44.0,33.0,25.0,24.0,50.0,13.0,6.0,28.0,35.0,36.0,42.0,17.0,Starter,65,3659.5833333333,0.915,2.25,135.03,137,29,1987-03-10,FIN,FIN,75,176,2005,1,21,8471695,G,37,20,5,8,"[86, 67, 35, 37, 44]","[93, 70, 45, 47, 26]","[49, 27, 26, 28, 66]","['BOS', 'BOS', 'BOS', 'BOS', 'BOS']"
