Season,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Player ID,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2019-2020,Andrew Peeke,CBJ,D,54.5,37.9,47.2,,,52.8,62.1,77.9,20.4,85.1,68.1,63.0,38.7,27.7,1.3,108,147,125,,,112,90,53,188,32,76,88,145,171,233,235,94,171,Third Pair,22.0,304.8333333333333,1.0,2.0,3.0,1.1092405571227524,52.38095238095239,51.3746680701712,8479369,D,75.0,214.0,1998-03-17,USA,2016.0,2.0,34.0,R,21,"[None, None, None, None, 53]","[None, None, None, None, 37]","[None, None, None, None, 48]","[None, None, None, None, 'CBJ']"
2019-2020,Andy Greene,NYI,D,64.7,17.0,75.3,,98.2,28.1,31.1,32.3,41.3,66.4,11.5,3.0,25.5,26.4,97.0,84,196,59,,4.0,170,163,160,139,71,209,229,176,174,8,235,94,171,Second Pair,63.0,1231.4166666666667,2.0,12.0,14.0,2.588597069015926,45.94594594594595,46.35219339246686,8472382,D,71.0,190.0,1982-10-30,USA,,,,L,36,"[77, 82, 84, 75, 50]","[3, 37, 16, 44, 9]","[98, 93, 95, 71, 68]","['NJD', 'NJD', 'NJD', 'NJD', 'NYI']"
2019-2020,Anthony Bitetto,WPG,D,8.9,14.9,16.6,,27.5,18.3,4.7,27.2,14.9,37.9,96.6,79.1,28.9,21.7,2.6,215,201,197,,125.0,193,225,172,201,130,9,50,168,185,230,235,94,171,Third Pair,51.0,773.2166666666667,0.0,8.0,8.0,1.5876083563934893,48.214285714285715,43.89413673311565,8475868,D,73.0,222.0,1990-07-15,USA,2010.0,6.0,168.0,L,29,"[43, 23, 22, 19, 4]","[33, 36, 23, 23, 14]","[31, 27, 27, 18, 14]","['NSH', 'NSH', 'NSH', 'MIN', 'WPG']"
2019-2020,Anton Stralman,FLA,D,89.4,89.4,61.7,,69.0,32.3,46.4,52.8,59.6,82.1,34.5,17.9,64.7,60.9,92.8,26,26,91,,54.0,160,127,112,96,38,155,194,84,93,18,235,94,171,Second Pair,69.0,1453.5166666666669,5.0,14.0,19.0,4.452934601404411,45.08196721311475,48.23877629477501,8471873,D,71.0,193.0,1986-08-01,SWE,2005.0,7.0,216.0,R,33,"[93, 98, 97, 79, 88]","[90, 96, 97, 77, 91]","[94, 93, 92, 62, 52]","['TBL', 'TBL', 'TBL', 'TBL', 'FLA']"
2019-2020,Ben Chiarot,MTL,D,3.4,5.1,37.9,,12.9,89.8,78.3,62.1,66.0,2.1,80.0,50.2,43.8,91.9,56.6,228,224,147,,150.0,25,52,90,81,212,48,118,133,20,103,235,94,171,First Pair,69.0,1596.2166666666667,9.0,12.0,21.0,6.7416058130762755,48.64864864864865,53.25465141462774,8475279,D,75.0,222.0,1991-05-09,CAN,2009.0,4.0,120.0,L,28,"[50, 5, 9, 4, 3]","[60, 14, 19, 1, 36]","[42, 26, 37, 52, 31]","['WPG', 'WPG', 'WPG', 'WPG', 'MTL']"
2019-2020,Ben Hutton,LAK,D,14.9,64.3,3.0,,81.9,45.5,47.7,55.3,16.6,49.4,29.4,39.1,21.3,37.0,57.0,201,85,229,,32.0,129,124,106,197,106,167,144,186,149,102,235,94,171,Second Pair,65.0,1186.9833333333331,4.0,12.0,16.0,4.138067689952444,51.19047619047619,52.18302502097772,8477018,D,75.0,209.0,1993-04-20,CAN,2012.0,5.0,147.0,L,26,"[31, 15, 14, 7, 39]","[26, 30, 13, 35, 79]","[10, 16, 23, 0, 6]","['VAN', 'VAN', 'VAN', 'VAN', 'LAK']"
2019-2020,Brad Hunt,MIN,D,49.8,26.4,54.0,38.3,,79.1,82.6,77.0,9.4,64.7,4.7,80.9,24.3,58.7,6.8,119,174,109,59.0,,50,42,55,214,74,225,46,179,98,220,235,94,171,Third Pair,59.0,893.1,8.0,11.0,19.0,4.771170538311866,50.0,51.18415904332056,8476779,D,69.0,177.0,1988-08-24,CAN,,,,L,31,"[None, None, 34, 41, 59]","[None, None, 24, 43, 20]","[None, None, 39, 41, 65]","[None, None, 'VGK', 'MIN', 'MIN']"
2019-2020,Brady Skjei,CAR,D,13.2,76.6,3.4,,26.9,85.5,86.0,89.8,34.5,16.2,62.6,20.0,27.2,34.0,75.7,205,56,228,,126.0,35,34,25,155,179,89,189,172,156,58,235,94,171,Second Pair,66.0,1366.1166666666668,8.0,16.0,24.0,6.562456100462498,43.58974358974359,47.3159126892103,8476869,D,75.0,210.0,1994-03-26,USA,2012.0,1.0,28.0,L,25,"[None, 44, 31, 16, 10]","[None, 58, 82, 72, 79]","[None, 47, 8, 10, 3]","[None, 'NYR', 'NYR', 'NYR', 'CAR']"
2019-2020,Brandon Carlo,BOS,D,37.9,4.3,88.1,,91.8,8.5,19.6,22.6,26.4,17.0,77.9,78.3,82.6,81.7,43.4,147,226,29,,15.0,216,190,183,174,177,53,52,42,44,134,235,94,171,Second Pair,67.0,1371.9833333333331,4.0,15.0,19.0,4.400158764303177,56.16438356164384,48.8909417664791,8478443,D,77.0,227.0,1996-11-26,USA,2015.0,2.0,37.0,R,22,"[None, 20, 18, 47, 43]","[None, 82, 59, 20, 2]","[None, 42, 53, 90, 89]","[None, 'BOS', 'BOS', 'BOS', 'BOS']"
2019-2020,Brandon Montour,BUF,D,2.1,8.9,8.5,,7.6,44.7,73.6,75.3,51.9,18.3,38.7,66.8,87.2,31.9,66.8,231,215,216,,159.0,131,63,59,114,175,145,79,31,161,79,235,94,171,Second Pair,54.0,1052.9166666666667,5.0,13.0,18.0,4.215721795237104,55.88235294117647,44.71556855398009,8477986,D,72.0,199.0,1994-04-11,CAN,2014.0,2.0,55.0,R,25,"[None, 63, 10, 1, 3]","[None, 58, 39, 6, 11]","[None, 30, 11, 12, 8]","[None, 'ANA', 'ANA', 'BUF', 'BUF']"
2019-2020,Brayden McNabb,VGK,D,86.4,95.7,77.0,,40.4,26.4,23.0,14.5,23.0,7.7,86.0,23.4,31.1,98.3,77.9,33,11,55,,103.0,174,182,202,182,199,34,181,163,5,53,235,94,171,Second Pair,71.0,1421.0333333333333,2.0,7.0,9.0,4.535466426954584,48.03921568627451,54.688228343246045,8475188,D,76.0,215.0,1991-01-21,CAN,2009.0,3.0,66.0,L,28,"[42, 62, 90, 83, 84]","[84, 72, 93, 98, 88]","[63, 64, 83, 64, 80]","['LAK', 'LAK', 'VGK', 'VGK', 'VGK']"
2019-2020,Braydon Coburn,TBL,D,38.7,29.8,71.9,,73.7,20.9,30.6,46.4,32.3,19.1,71.1,45.5,77.4,79.6,23.8,145,166,67,,46.0,187,164,127,160,173,69,129,54,49,180,235,94,171,Third Pair,40.0,562.1666666666666,1.0,3.0,4.0,1.3830275443471753,54.34782608695651,48.99915093714515,8470601,D,77.0,224.0,1985-02-27,CAN,2003.0,1.0,8.0,L,34,"[27, 48, 25, 58, 34]","[12, 23, 20, 37, 31]","[57, 70, 79, 86, 60]","['TBL', 'TBL', 'TBL', 'TBL', 'TBL']"
2019-2020,Brendan Guhle,ANA,D,32.8,26.0,28.5,,,82.6,96.2,66.4,31.5,72.8,32.3,76.6,52.3,12.8,36.2,159,175,169,,,42,10,80,162,56,160,56,113,206,151,235,94,171,Third Pair,30.0,512.0,4.0,4.0,8.0,1.502373672226703,48.57142857142857,43.1879624779898,8478425,D,74.0,197.0,1997-07-29,CAN,2015.0,2.0,51.0,L,22,"[None, None, 45, None, 31]","[None, None, 42, None, 23]","[None, None, 43, None, 28]","[None, None, 'BUF', None, 'ANA']"
2019-2020,Brendan Smith,NYR,D,47.2,51.5,32.3,,83.6,14.9,70.2,99.6,45.1,70.6,88.1,46.0,5.5,14.5,27.2,125,115,160,,29.0,201,71,2,130,61,29,128,223,202,172,235,94,171,Fringe,62.0,688.3,3.0,5.0,8.0,4.287351991966288,30.555555555555557,40.46752012352803,8474090,D,74.0,200.0,1989-02-08,CAN,2007.0,1.0,27.0,L,30,"[59, 66, 32, 49, 54]","[74, 65, 73, 70, 24]","[76, 69, 35, 25, 39]","['DET', 'NYR', 'NYR', 'NYR', 'NYR']"
2019-2020,Brenden Dillon,WSH,D,52.8,67.7,94.9,,22.2,20.0,9.4,3.0,73.2,1.3,89.8,32.8,22.6,54.5,35.7,112,77,13,,134.0,189,214,229,64,214,25,159,183,108,152,235,94,171,Second Pair,69.0,1342.6,1.0,13.0,14.0,2.7288384599682245,48.45360824742268,50.67698494347819,8475455,D,76.0,225.0,1990-11-13,CAN,,,,L,28,"[7, 61, 62, 76, 27]","[66, 66, 70, 84, 48]","[9, 79, 47, 94, 96]","['SJS', 'SJS', 'SJS', 'SJS', 'WSH']"
2019-2020,Brent Burns,SJS,D,42.6,97.0,0.9,70.2,13.5,26.0,83.8,95.7,96.2,28.9,10.6,90.6,26.0,57.0,39.6,136,8,234,29.0,149.0,175,39,11,10,151,211,23,175,102,143,235,94,171,First Pair,70.0,1778.7666666666669,12.0,33.0,45.0,12.402558078277421,46.28099173553719,47.92745610155355,8470613,D,77.0,228.0,1985-03-09,CAN,2003.0,1.0,20.0,R,34,"[91, 96, 29, 63, 36]","[98, 100, 100, 97, 92]","[7, 0, 2, 3, 0]","['SJS', 'SJS', 'SJS', 'SJS', 'SJS']"
2019-2020,Brent Seabrook,CHI,D,4.3,65.1,2.6,,9.9,16.6,60.9,60.4,7.2,23.8,58.7,47.7,63.8,8.9,90.6,226,83,230,,155.0,197,93,94,219,162,98,124,86,215,23,235,94,171,Second Pair,32.0,580.7666666666667,3.0,1.0,4.0,1.833506800765652,48.57142857142857,40.810127956703,8470607,D,75.0,220.0,1985-04-20,CAN,2003.0,1.0,14.0,R,34,"[9, 7, 15, 0, 12]","[76, 69, 86, 74, 48]","[4, 6, 5, 1, 7]","['CHI', 'CHI', 'CHI', 'CHI', 'CHI']"
2019-2020,Brett Kulak,MTL,D,78.7,70.6,83.4,,,11.5,27.7,57.9,18.3,58.3,63.0,58.3,18.7,95.3,28.1,51,70,40,,,209,171,100,193,87,88,99,192,12,170,235,94,171,Third Pair,56.0,959.8166666666668,0.0,7.0,7.0,3.402480116050814,49.29577464788733,56.56054342479533,8476967,D,73.0,192.0,1994-01-06,CAN,2012.0,4.0,105.0,L,25,"[None, None, 66, 77, 83]","[None, None, 51, 67, 75]","[None, None, 51, 84, 85]","[None, None, 'CGY', 'MTL', 'MTL']"
2019-2020,Brett Pesce,CAR,D,92.8,91.9,86.0,,71.3,77.4,74.5,71.5,70.6,52.8,9.4,44.3,63.0,88.9,79.6,18,20,34,,50.0,54,61,68,70,98,214,132,88,27,49,235,94,171,Second Pair,61.0,1334.8,4.0,14.0,18.0,6.184000094798176,50.98039215686274,51.567432902246594,8477488,D,75.0,206.0,1994-11-15,USA,2013.0,3.0,66.0,R,24,"[49, 91, 92, 98, 80]","[19, 62, 62, 86, 94]","[48, 94, 90, 96, 45]","['CAR', 'CAR', 'CAR', 'CAR', 'CAR']"
2019-2020,Brian Dumoulin,PIT,D,84.7,72.8,84.3,,79.5,39.1,14.9,39.6,49.4,61.3,74.9,31.1,54.9,96.2,80.4,37,65,38,,36.0,144,201,143,120,80,60,163,107,10,47,235,94,171,Second Pair,28.0,589.55,1.0,7.0,8.0,2.1238658657242557,57.6271186440678,56.52997035295662,8475208,D,76.0,215.0,1991-09-06,USA,2009.0,2.0,51.0,L,27,"[74, 82, 86, 93, 68]","[36, 33, 66, 85, 63]","[84, 84, 89, 90, 69]","['PIT', 'PIT', 'PIT', 'PIT', 'PIT']"
2019-2020,Cale Fleury,MTL,D,27.7,15.7,33.2,,,43.4,25.1,19.1,0.6,75.5,97.9,86.8,11.5,71.1,6.0,171,199,158,,,134,177,191,234,51,6,32,209,69,222,235,94,171,Third Pair,41.0,588.4166666666666,1.0,0.0,1.0,1.4305927747418115,41.66666666666667,49.287429887128475,8479985,D,73.0,204.0,1998-11-19,CAN,2017.0,3.0,87.0,R,20,"[None, None, None, None, 27]","[None, None, None, None, 14]","[None, None, None, None, 34]","[None, None, None, None, 'MTL']"
2019-2020,Cale Makar,COL,D,88.9,66.4,74.9,81.9,,95.3,99.6,98.7,100.0,85.1,11.9,98.3,96.2,87.2,63.0,27,80,60,18.0,,12,2,4,1,32,208,5,10,31,88,235,94,171,Second Pair,56.0,1176.7166666666667,12.0,38.0,50.0,9.338240280687499,61.29032258064516,53.80531321052122,8480069,D,72.0,187.0,1998-10-30,CAN,2017.0,1.0,4.0,R,20,"[None, None, None, None, 86]","[None, None, None, None, 66]","[None, None, None, None, 74]","[None, None, None, None, 'COL']"
2019-2020,Caleb Jones,EDM,D,48.5,34.9,43.8,,,77.0,89.4,16.2,74.0,78.3,40.0,49.4,27.7,20.4,38.7,122,154,133,,,55,26,198,62,47,142,120,171,188,145,235,94,171,Third Pair,43.0,607.6,4.0,5.0,9.0,1.4352680076254267,52.94117647058824,49.66883291068784,8478452,D,73.0,184.0,1997-06-06,USA,2015.0,4.0,117.0,L,22,"[None, None, None, 29, 62]","[None, None, None, 29, 46]","[None, None, None, 40, 44]","[None, None, None, 'EDM', 'EDM']"
2019-2020,Calvin de Haan,CHI,D,75.3,61.7,76.6,,37.4,6.8,21.7,28.9,65.5,86.0,85.5,63.8,83.4,25.5,78.7,59,91,56,,108.0,220,185,168,82,31,35,86,40,176,51,235,94,171,Second Pair,29.0,577.4166666666666,1.0,5.0,6.0,0.9117313827569745,63.33333333333333,46.85498873040672,8475177,D,73.0,192.0,1991-05-09,CAN,2009.0,1.0,12.0,L,28,"[87, 92, 81, 84, 65]","[77, 82, 67, 73, 57]","[86, 95, 76, 88, 57]","['NYI', 'NYI', 'NYI', 'CAR', 'CHI']"
2019-2020,Cam Fowler,ANA,D,34.5,68.5,19.6,76.6,,91.9,85.1,43.4,41.7,35.7,4.3,82.1,74.0,16.6,51.5,155,75,190,23.0,,20,36,134,138,135,226,43,62,197,115,235,94,171,Second Pair,59.0,1297.3666666666666,9.0,20.0,29.0,6.248876612146338,54.87804878048781,51.92390182268325,8475764,D,74.0,213.0,1991-12-05,CAN,2010.0,1.0,12.0,L,27,"[15, 53, 41, 9, 74]","[42, 72, 69, 21, 83]","[16, 27, 45, 4, 40]","['ANA', 'ANA', 'ANA', 'ANA', 'ANA']"
2019-2020,Carl Gunnarsson,STL,D,35.7,5.5,67.7,,59.1,74.9,91.1,34.9,22.6,56.2,30.2,37.9,92.8,93.6,80.0,152,223,77,,71.0,60,22,154,183,92,165,147,18,16,48,235,94,171,Third Pair,36.0,567.9333333333334,2.0,5.0,7.0,0.9580949666053106,58.333333333333336,45.52989005633915,8474125,D,74.0,198.0,1986-11-09,SWE,2007.0,7.0,194.0,L,32,"[53, 62, 69, 59, 22]","[5, 7, 2, 29, 3]","[86, 81, 96, 67, 62]","['STL', 'STL', 'STL', 'STL', 'STL']"
2019-2020,Carson Soucy,MIN,D,62.6,9.8,60.0,,64.3,94.5,98.7,71.1,78.3,96.0,53.6,6.0,99.6,73.2,21.3,89,213,95,,62.0,14,4,69,52,9,110,222,2,64,186,235,94,171,Third Pair,55.0,859.5833333333334,7.0,7.0,14.0,3.3636117542550434,61.40350877192983,50.57942550894432,8477369,D,76.0,211.0,1994-07-27,CAN,2013.0,5.0,137.0,L,25,"[None, None, None, None, 64]","[None, None, None, None, 7]","[None, None, None, None, 63]","[None, None, None, None, 'MIN']"
2019-2020,Chad Ruhwedel,PIT,D,63.8,42.1,52.3,,58.5,65.5,63.4,33.6,3.8,95.3,78.3,84.3,51.5,42.6,8.9,86,137,113,,72.0,82,87,157,227,10,52,38,115,136,215,235,94,171,Third Pair,41.0,605.5333333333333,2.0,4.0,6.0,1.44588518030902,51.28205128205128,49.04695639317114,8477244,D,71.0,189.0,1990-05-07,USA,,,,R,29,"[None, 40, 65, None, 69]","[None, 43, 53, None, 40]","[None, 34, 46, None, 54]","[None, 'PIT', 'PIT', None, 'PIT']"
2019-2020,Charlie McAvoy,BOS,D,95.3,83.0,97.0,17.0,70.8,21.3,51.9,65.5,97.4,87.7,76.2,65.1,80.4,90.2,96.6,12,41,8,79.0,51.0,186,114,82,7,27,57,83,47,24,9,235,94,171,First Pair,67.0,1551.9333333333334,5.0,27.0,32.0,6.622086646273922,59.61538461538461,55.95083065107349,8479325,D,73.0,211.0,1997-12-21,USA,2016.0,1.0,14.0,R,21,"[None, None, 58, 89, 98]","[None, None, 55, 70, 93]","[None, None, 81, 88, 99]","[None, None, 'BOS', 'BOS', 'BOS']"
2019-2020,Chris Tanev,VAN,D,57.9,3.8,97.9,,88.9,40.0,15.7,2.1,61.3,20.4,28.5,18.7,66.4,26.0,98.7,100,227,6,,20.0,142,199,231,92,170,169,192,80,175,4,235,94,171,Second Pair,69.0,1347.6666666666667,2.0,18.0,20.0,2.016282435775702,46.31578947368421,47.132551421630275,8475690,D,75.0,200.0,1989-12-20,CAN,,,,R,29,"[94, 87, 79, 67, 48]","[22, 16, 18, 4, 4]","[98, 96, 93, 95, 95]","['VAN', 'VAN', 'VAN', 'VAN', 'VAN']"
2019-2020,Cody Ceci,TOR,D,20.9,40.0,16.2,,17.5,41.7,35.7,46.0,44.3,81.7,66.8,23.0,45.5,31.5,81.3,187,142,198,,142.0,138,152,128,132,39,79,182,129,162,45,235,94,171,Second Pair,56.0,1150.3,1.0,7.0,8.0,2.5416749020233023,49.29577464788733,51.113871113179066,8476879,D,75.0,210.0,1993-12-21,CAN,2012.0,1.0,15.0,R,25,"[63, 17, 4, 15, 37]","[73, 10, 28, 68, 18]","[56, 63, 2, 4, 47]","['OTT', 'OTT', 'OTT', 'OTT', 'TOR']"
2019-2020,Cody Goloubef,DET,D,34.9,25.1,35.3,,52.0,59.6,48.5,5.5,1.7,75.5,69.8,59.1,26.4,14.9,8.1,154,177,153,,83.0,96,122,223,232,51,72,97,174,201,217,235,94,171,Third Pair,26.0,394.8833333333333,1.0,1.0,2.0,0.6556122266739137,41.935483870967744,43.13837675850916,8474597,D,73.0,190.0,1989-11-30,CAN,2008.0,2.0,37.0,R,29,"[27, 34, None, None, 33]","[39, 47, None, None, 25]","[45, 48, None, None, 36]","['CBJ', 'COL', None, None, 'DET']"
2019-2020,Colin Miller,BUF,D,80.9,78.3,88.9,3.2,,4.7,7.2,34.5,64.3,55.7,73.2,93.2,14.5,49.8,26.8,46,52,27,92.0,,225,219,155,85,93,64,17,202,119,173,235,94,171,Third Pair,51.0,873.8333333333334,1.0,10.0,11.0,2.918379849335271,41.07142857142857,48.95780198432177,8476525,D,73.0,200.0,1992-10-29,CAN,2012.0,5.0,151.0,R,26,"[51, 85, 84, 84, 76]","[61, 83, 84, 87, 68]","[57, 82, 92, 90, 80]","['BOS', 'BOS', 'VGK', 'VGK', 'BUF']"
2019-2020,Colton Parayko,STL,D,94.0,61.3,98.3,30.9,83.0,56.6,73.2,83.0,19.1,92.8,47.2,14.0,79.1,61.7,69.4,15,92,5,66.0,30.0,103,64,41,191,16,125,203,50,91,73,235,94,171,First Pair,64.0,1472.15,10.0,18.0,28.0,7.157353013496512,55.68181818181818,49.19521338359398,8476892,D,78.0,228.0,1993-05-12,CAN,2012.0,3.0,86.0,R,26,"[89, 64, 97, 95, 88]","[93, 73, 90, 33, 63]","[55, 80, 95, 97, 95]","['STL', 'STL', 'STL', 'STL', 'STL']"
