Season,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Player ID,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2018-2019,Andrej Sekera,EDM,D,55.1,65.0,30.5,,71.1,42.0,5.8,24.7,38.7,56.8,38.7,72.4,8.6,28.0,18.5,110,86,170,,53.0,142,230,184,150,90,150,68,223,176,199,243,102,180,Third Pair,24.0,395.73333333333335,0.0,4.0,4.0,1.0405574804790467,50.0,45.9405261624889,8471284,D,72.0,200.0,1986-06-08,SVK,2004.0,3.0,71.0,L,32,"[74, 80, 90, 43, 46]","[84, 93, 95, 56, 55]","[36, 38, 54, 22, 32]","['LAK', 'EDM', 'EDM', 'EDM', 'EDM']"
2018-2019,Andrew MacDonald,PHI,D,14.8,5.8,32.9,,21.7,65.8,27.6,32.9,37.0,60.9,30.0,21.8,49.4,50.2,52.7,208,230,164,,142.0,84,177,164,154,80,171,191,124,122,116,243,102,180,Third Pair,47.0,770.5333333333333,0.0,9.0,9.0,1.7500420352481905,45.3125,47.60336026073183,8473584,D,73.0,204.0,1986-09-07,CAN,2006.0,6.0,160.0,L,31,"[17, 46, 12, 17, 20]","[25, 17, 5, 7, 8]","[29, 23, 55, 20, 38]","['PHI', 'PHI', 'PHI', 'PHI', 'PHI']"
2018-2019,Andy Greene,NJD,D,80.2,30.9,88.5,,95.0,17.3,29.2,42.4,28.4,83.5,16.5,2.9,19.8,37.0,97.1,49,169,29,,10.0,202,173,141,175,35,204,237,196,154,8,243,102,180,Second Pair,82.0,1708.3666666666668,5.0,20.0,25.0,5.097726509623609,40.67796610169492,47.54467190470802,8472382,D,71.0,190.0,1982-10-30,USA,,,,L,35,"[89, 77, 82, 84, 75]","[19, 3, 37, 16, 44]","[99, 98, 93, 95, 71]","['NJD', 'NJD', 'NJD', 'NJD', 'NJD']"
2018-2019,Andy Welinski,ANA,D,30.9,32.1,25.1,,,45.3,44.4,67.9,46.9,77.6,83.1,100.0,43.6,3.3,22.2,169,166,183,,,134,136,79,130,47,42,1,138,236,190,243,102,180,Third Pair,26.0,417.03333333333336,1.0,3.0,4.0,1.4501972590253875,45.16129032258064,40.76150946861713,8476407,D,74.0,212.0,1993-04-27,USA,2011.0,3.0,83.0,R,25,"[None, None, None, None, 30]","[None, None, None, None, 32]","[None, None, None, None, 25]","[None, None, None, None, 'ANA']"
2018-2019,Anthony Bitetto,MIN,D,17.7,22.6,19.8,,,39.1,9.9,29.6,10.7,59.3,93.0,88.5,18.1,51.9,0.8,201,189,196,,,149,220,172,218,84,18,29,200,118,242,243,102,180,Fringe,36.0,429.3,0.0,3.0,3.0,1.2670921271380033,36.666666666666664,43.21287671939832,8475868,D,73.0,222.0,1990-07-15,USA,2010.0,6.0,168.0,L,28,"[None, 43, 23, 22, 19]","[None, 33, 36, 23, 23]","[None, 31, 27, 27, 18]","[None, 'NSH', 'NSH', 'NSH', 'MIN']"
2018-2019,Anton Stralman,TBL,D,92.2,89.7,83.1,,88.3,20.2,30.0,33.3,65.4,83.1,37.0,46.1,95.9,90.5,80.2,20,26,42,,22.0,195,171,163,85,36,154,132,11,24,49,243,102,180,Second Pair,47.0,964.5833333333334,2.0,15.0,17.0,2.163454048995349,54.929577464788736,49.571981728356675,8471873,D,71.0,193.0,1986-08-01,SWE,2005.0,7.0,216.0,R,32,"[96, 93, 98, 97, 79]","[97, 90, 96, 97, 77]","[90, 94, 93, 92, 62]","['TBL', 'TBL', 'TBL', 'TBL', 'TBL']"
2018-2019,Ben Chiarot,WPG,D,3.7,2.5,42.4,,38.3,71.2,47.3,25.1,86.8,6.6,84.0,67.1,85.2,57.2,22.6,235,238,141,,112.0,71,129,183,33,197,40,81,37,105,189,243,102,180,Second Pair,78.0,1452.0666666666666,5.0,15.0,20.0,3.7216406794706978,51.162790697674424,46.58166493098984,8475279,D,75.0,222.0,1991-05-09,CAN,2009.0,4.0,120.0,L,27,"[51, 50, 5, 9, 4]","[55, 60, 14, 19, 1]","[52, 42, 26, 37, 52]","['WPG', 'WPG', 'WPG', 'WPG', 'WPG']"
2018-2019,Ben Harpur,OTT,D,23.9,15.6,30.9,,47.8,46.1,8.2,1.6,7.8,74.5,84.8,6.6,2.9,1.6,56.0,186,206,169,,95.0,132,224,240,225,52,38,228,237,240,108,243,102,180,Third Pair,51.0,898.65,1.0,4.0,5.0,2.41251893916401,39.34426229508197,41.432123773010574,8477433,D,80.0,235.0,1995-01-12,CAN,2013.0,4.0,108.0,L,23,"[None, None, None, 47, 18]","[None, None, None, 29, 12]","[None, None, None, 31, 31]","[None, None, None, 'OTT', 'OTT']"
2018-2019,Ben Hutton,VAN,D,7.0,23.0,3.3,32.4,75.6,17.7,18.9,28.4,1.6,49.0,28.4,58.0,22.2,9.1,58.0,227,188,236,70.0,45.0,201,198,175,240,102,175,103,190,222,103,243,102,180,First Pair,69.0,1542.55,5.0,15.0,20.0,4.907921897903573,40.0,42.74084821304448,8477018,D,75.0,209.0,1993-04-20,CAN,2012.0,5.0,147.0,L,25,"[None, 31, 15, 14, 7]","[None, 26, 30, 13, 35]","[None, 10, 16, 23, 0]","[None, 'VAN', 'VAN', 'VAN', 'VAN']"
2018-2019,Ben Lovejoy,DAL,D,65.8,23.9,84.4,,99.4,15.6,19.3,32.5,12.3,14.6,59.3,4.5,37.4,44.0,34.6,84,186,39,,2.0,206,197,165,214,178,100,233,153,137,160,243,102,180,Third Pair,71.0,1213.1333333333332,2.0,7.0,9.0,2.782601425539914,45.07042253521127,49.04386195888658,8473933,D,73.0,205.0,1984-02-20,USA,,,,R,34,"[69, 77, 55, 87, 40]","[74, 70, 20, 51, 16]","[81, 83, 79, 91, 72]","['PIT', 'PIT', 'NJD', 'NJD', 'DAL']"
2018-2019,Bogdan Kiselevich,FLA,D,42.4,25.9,51.4,,58.3,49.8,2.5,0.4,100.0,65.4,86.0,56.8,6.2,48.6,0.4,141,181,119,,76.0,123,233,243,1,71,35,106,229,126,243,243,102,180,Third Pair,32.0,475.3333333333333,0.0,8.0,8.0,0.43307679480904754,43.75,50.59917958103328,8480955,D,72.0,202.0,1990-02-14,RUS,,,,L,28,"[None, None, None, None, 40]","[None, None, None, None, 25]","[None, None, None, None, 49]","[None, None, None, None, 'FLA']"
2018-2019,Brad Hunt,MIN,D,33.7,33.7,38.3,52.9,,28.8,23.5,73.3,14.4,52.5,17.3,95.1,13.6,70.4,6.2,162,162,151,49.0,,174,187,66,209,94,202,13,211,73,229,243,102,180,Third Pair,42.0,625.3833333333333,5.0,7.0,12.0,3.8096813338651887,48.27586206896552,53.27556059660849,8476779,D,69.0,177.0,1988-08-24,CAN,,,,L,30,"[None, None, None, 34, 41]","[None, None, None, 24, 43]","[None, None, None, 39, 41]","[None, None, None, 'VGK', 'MIN']"
2018-2019,Brady Skjei,NYR,D,20.6,75.3,9.9,,66.7,21.0,70.0,88.1,64.2,30.5,68.3,47.3,49.8,29.6,69.1,194,61,220,,61.0,193,74,30,88,141,78,129,123,172,76,243,102,180,Second Pair,78.0,1656.2666666666669,8.0,17.0,25.0,6.587282607860221,48.64864864864865,47.38194180085147,8476869,D,75.0,210.0,1994-03-26,USA,2012.0,1.0,28.0,L,24,"[None, None, 44, 31, 16]","[None, None, 58, 82, 72]","[None, None, 47, 8, 10]","[None, None, 'NYR', 'NYR', 'NYR']"
2018-2019,Brandon Carlo,BOS,D,24.7,40.7,80.2,,91.1,8.6,13.6,28.8,4.9,2.1,68.7,61.7,77.0,85.6,33.7,184,145,49,,17.0,223,211,174,232,207,77,94,57,36,162,243,102,180,Second Pair,72.0,1506.4333333333334,2.0,8.0,10.0,5.143594408505488,60.75949367088608,53.68792301749128,8478443,D,77.0,227.0,1996-11-26,USA,2015.0,2.0,37.0,R,21,"[None, None, 20, 18, 47]","[None, None, 82, 59, 20]","[None, None, 42, 53, 90]","[None, None, 'BOS', 'BOS', 'BOS']"
2018-2019,Brandon Manning,EDM,D,16.0,27.6,16.5,,72.2,78.2,84.4,75.7,21.8,40.3,78.2,18.5,2.5,35.8,47.7,205,177,204,,51.0,54,39,60,191,120,54,199,238,157,128,243,102,180,Third Pair,39.0,578.8,2.0,2.0,4.0,1.5129639409954359,31.37254901960784,45.1494330005424,8475430,D,73.0,205.0,1990-06-04,CAN,,,,L,28,"[None, 60, 11, 7, 33]","[None, 53, 31, 43, 21]","[None, 11, 15, 6, 28]","[None, 'PHI', 'PHI', 'PHI', 'EDM']"
2018-2019,Brandon Montour,BUF,D,3.3,14.0,12.3,9.8,10.0,8.2,57.6,86.4,42.4,32.1,40.7,66.3,79.8,60.1,51.9,236,210,214,93.0,163.0,224,104,34,141,137,145,83,50,98,118,243,102,180,First Pair,82.0,1840.7833333333333,8.0,27.0,35.0,9.070419158395845,48.18181818181818,45.08956454714937,8477986,D,72.0,199.0,1994-04-11,CAN,2014.0,2.0,55.0,R,24,"[None, None, 63, 10, 1]","[None, None, 58, 39, 6]","[None, None, 30, 11, 12]","[None, None, 'ANA', 'ANA', 'BUF']"
2018-2019,Brayden McNabb,VGK,D,85.6,95.9,70.8,,62.2,84.8,52.7,10.7,21.4,4.7,87.2,51.9,50.6,86.4,58.8,36,11,72,,69.0,38,116,218,192,201,32,118,121,34,101,243,102,180,Second Pair,81.0,1577.7666666666669,4.0,12.0,16.0,3.382584293245037,52.13675213675214,54.11631158908591,8475188,D,76.0,215.0,1991-01-21,CAN,2009.0,3.0,66.0,L,27,"[59, 42, 62, 90, 83]","[59, 84, 72, 93, 98]","[51, 63, 64, 83, 64]","['LAK', 'LAK', 'LAK', 'VGK', 'VGK']"
2018-2019,Braydon Coburn,TBL,D,41.6,27.2,82.3,,86.7,15.2,33.3,63.0,89.7,10.7,56.8,15.2,54.7,70.0,16.9,143,178,44,,25.0,207,163,91,26,187,106,207,111,74,203,243,102,180,Third Pair,74.0,1192.15,4.0,19.0,23.0,4.050363174859406,50.51546391752577,52.15759680199382,8470601,D,77.0,224.0,1985-02-27,CAN,2003.0,1.0,8.0,L,33,"[29, 27, 48, 25, 58]","[24, 12, 23, 20, 37]","[56, 57, 70, 79, 86]","['TBL', 'TBL', 'TBL', 'TBL', 'TBL']"
2018-2019,Brendan Smith,NYR,D,42.8,69.5,33.3,,73.9,13.6,65.0,99.2,41.6,29.2,69.5,71.6,41.2,18.9,31.3,140,75,163,,48.0,211,86,3,143,144,75,70,144,198,168,243,102,180,Third Pair,63.0,963.6333333333332,4.0,9.0,13.0,5.378151865254487,42.30769230769231,48.04563272852526,8474090,D,74.0,200.0,1989-02-08,CAN,2007.0,1.0,27.0,L,29,"[69, 59, 66, 32, 49]","[64, 74, 65, 73, 70]","[85, 76, 69, 35, 25]","['DET', 'DET', 'NYR', 'NYR', 'NYR']"
2018-2019,Brenden Dillon,SJS,D,70.4,79.4,88.9,,24.4,34.2,18.5,9.5,85.6,9.5,89.3,42.8,21.4,74.5,18.9,73,51,28,,137.0,161,199,221,36,190,27,140,192,63,198,243,102,180,Third Pair,82.0,1454.9333333333334,1.0,21.0,22.0,2.127850809802942,56.41025641025641,57.86336660274194,8475455,D,76.0,225.0,1990-11-13,CAN,,,,L,27,"[47, 7, 61, 62, 76]","[72, 66, 66, 70, 84]","[57, 9, 79, 47, 94]","['SJS', 'SJS', 'SJS', 'SJS', 'SJS']"
2018-2019,Brent Burns,SJS,D,63.4,99.6,0.8,72.5,16.7,32.5,88.5,97.9,99.6,25.1,11.1,97.9,29.6,78.2,37.9,90,2,242,29.0,151.0,165,29,6,2,154,217,6,172,54,152,243,102,180,First Pair,82.0,2058.133333333333,16.0,67.0,83.0,14.068938590587209,53.5483870967742,52.97108809043542,8470613,D,77.0,228.0,1985-03-09,CAN,2003.0,1.0,20.0,R,33,"[76, 91, 96, 29, 63]","[98, 98, 100, 100, 97]","[11, 7, 0, 2, 3]","['SJS', 'SJS', 'SJS', 'SJS', 'SJS']"
2018-2019,Brent Seabrook,CHI,D,2.5,80.2,2.1,2.0,6.7,4.5,44.0,86.8,56.8,13.6,52.3,72.0,47.7,22.6,72.0,238,49,239,101.0,169.0,233,137,33,106,180,117,69,128,189,69,243,102,180,Second Pair,78.0,1489.55,5.0,23.0,28.0,7.320164998722645,45.91836734693878,45.99239212865486,8470607,D,75.0,220.0,1985-04-20,CAN,2003.0,1.0,14.0,R,33,"[54, 9, 7, 15, 0]","[87, 76, 69, 86, 74]","[27, 4, 6, 5, 1]","['CHI', 'CHI', 'CHI', 'CHI', 'CHI']"
2018-2019,Brett Kulak,MTL,D,72.4,62.1,71.6,,,72.0,74.5,77.0,20.2,67.1,63.0,64.2,35.4,81.9,8.2,68,93,70,,,69,63,57,195,69,91,88,158,45,224,243,102,180,Third Pair,57.0,1017.05,6.0,11.0,17.0,3.824139816489237,57.77777777777777,57.28456258917619,8476967,D,73.0,192.0,1994-01-06,CAN,2012.0,4.0,105.0,L,24,"[None, None, None, 66, 77]","[None, None, None, 51, 67]","[None, None, None, 51, 84]","[None, None, None, 'CGY', 'MTL']"
2018-2019,Brett Pesce,CAR,D,97.9,81.1,96.3,,94.4,81.9,72.4,54.7,64.6,85.6,21.4,40.7,53.5,96.3,84.4,6,47,10,,11.0,45,68,111,87,30,192,145,114,10,39,243,102,180,Second Pair,73.0,1495.85,7.0,22.0,29.0,4.675952030778896,59.79381443298969,56.648760359191094,8477488,D,75.0,206.0,1994-11-15,USA,2013.0,3.0,66.0,R,23,"[None, 49, 91, 92, 98]","[None, 19, 62, 62, 86]","[None, 48, 94, 90, 96]","[None, 'CAR', 'CAR', 'CAR', 'CAR']"
2018-2019,Brian Dumoulin,PIT,D,91.8,77.4,91.8,,83.9,63.0,41.2,23.0,24.7,88.1,67.5,41.6,39.9,98.8,90.5,21,56,21,,30.0,91,144,188,184,26,80,143,147,4,24,243,102,180,Second Pair,76.0,1597.9166666666667,3.0,20.0,23.0,4.53665307537341,58.19672131147541,54.6591717947561,8475208,D,76.0,215.0,1991-09-06,USA,2009.0,2.0,51.0,L,26,"[None, 74, 82, 86, 93]","[None, 36, 33, 66, 85]","[None, 84, 84, 89, 90]","[None, 'PIT', 'PIT', 'PIT', 'PIT']"
2018-2019,Brooks Orpik,WSH,D,9.9,18.1,20.2,,65.0,32.9,20.6,3.7,23.5,21.0,92.2,31.7,88.9,37.9,25.1,220,200,195,,64.0,164,194,235,187,163,20,167,28,152,183,243,102,180,Third Pair,53.0,830.15,2.0,7.0,9.0,1.334550379498616,56.92307692307692,50.97024349862562,8468498,D,75.0,217.0,1980-09-26,USA,2000.0,1.0,18.0,L,37,"[6, 33, 50, 0, 39]","[16, 53, 28, 3, 52]","[38, 62, 68, 7, 27]","['WSH', 'WSH', 'WSH', 'WSH', 'WSH']"
2018-2019,Caleb Jones,EDM,D,30.0,28.0,42.8,,45.0,60.1,67.1,16.0,87.7,54.3,34.2,30.0,3.3,17.7,20.2,171,176,140,,100.0,98,81,205,31,93,161,171,236,201,195,243,102,180,Second Pair,17.0,336.55,1.0,5.0,6.0,0.8628339986704596,36.666666666666664,44.33143131395909,8478452,D,73.0,184.0,1997-06-06,USA,2015.0,4.0,117.0,L,21,"[None, None, None, None, 29]","[None, None, None, None, 29]","[None, None, None, None, 40]","[None, None, None, None, 'EDM']"
2018-2019,Calvin de Haan,CAR,D,87.7,72.0,90.5,,49.4,2.1,15.2,61.3,88.5,87.2,74.5,49.4,46.1,58.0,48.1,31,69,24,,92.0,239,207,95,29,28,63,124,132,103,127,243,102,180,Second Pair,74.0,1369.8333333333333,1.0,13.0,14.0,4.7329545367779975,47.674418604651166,53.636250249794,8475177,D,73.0,192.0,1991-05-09,CAN,2009.0,1.0,12.0,L,27,"[76, 87, 92, 81, 84]","[54, 77, 82, 67, 73]","[88, 86, 95, 76, 88]","['NYI', 'NYI', 'NYI', 'NYI', 'CAR']"
2018-2019,Cam Fowler,ANA,D,12.8,43.6,13.2,83.3,2.2,70.4,55.1,37.9,57.2,44.4,4.1,65.8,71.2,35.4,54.7,213,138,212,18.0,177.0,73,110,152,105,111,234,84,71,158,111,243,102,180,First Pair,59.0,1378.7,5.0,18.0,23.0,4.9206616603946305,48.05194805194805,43.27497178032556,8475764,D,74.0,213.0,1991-12-05,CAN,2010.0,1.0,12.0,L,26,"[67, 15, 53, 41, 9]","[73, 42, 72, 69, 21]","[29, 16, 27, 45, 4]","['ANA', 'ANA', 'ANA', 'ANA', 'ANA']"
2018-2019,Carl Dahlstrom,CHI,D,54.7,55.6,26.3,,37.8,30.0,2.5,7.8,24.3,91.2,21.0,0.4,96.3,13.2,95.9,111,109,180,,113.0,171,233,225,185,21,193,243,10,212,11,243,102,180,Second Pair,38.0,706.9666666666667,0.0,6.0,6.0,1.214302340740565,53.96825396825397,45.97047669955501,8477472,D,76.0,231.0,1995-01-28,SWE,2013.0,2.0,51.0,L,23,"[None, None, None, None, 55]","[None, None, None, None, 56]","[None, None, None, None, 26]","[None, None, None, None, 'CHI']"
2018-2019,Carl Gunnarsson,STL,D,62.6,6.6,86.4,,58.9,80.7,96.7,58.8,4.1,80.7,23.5,53.1,78.2,94.2,51.4,92,228,34,,75.0,48,9,101,234,42,187,115,54,15,119,243,102,180,Third Pair,25.0,398.28333333333336,3.0,4.0,7.0,1.3839864293478186,58.333333333333336,55.7911966904577,8474125,D,74.0,198.0,1986-11-09,SWE,2007.0,7.0,194.0,L,31,"[68, 53, 62, 69, 59]","[12, 5, 7, 2, 29]","[80, 86, 81, 96, 67]","['STL', 'STL', 'STL', 'STL', 'STL']"
2018-2019,Casey Nelson,BUF,D,31.7,11.1,42.0,,61.7,58.4,39.1,18.9,26.7,81.1,41.2,66.7,7.0,25.1,19.3,167,217,142,,70.0,102,149,198,179,41,144,82,227,183,197,243,102,180,Third Pair,38.0,585.55,1.0,5.0,6.0,1.0815556219179296,51.28205128205128,48.65145649222281,8479268,D,73.0,185.0,1992-07-18,USA,,,,R,26,"[None, None, None, 34, 37]","[None, None, None, 12, 14]","[None, None, None, 34, 51]","[None, None, None, 'BUF', 'BUF']"
2018-2019,Charlie McAvoy,BOS,D,79.8,64.6,87.7,13.7,64.4,83.1,83.1,64.2,96.7,50.2,77.0,81.5,65.0,93.8,87.2,50,87,31,89.0,65.0,42,42,88,9,99,57,46,86,16,32,243,102,180,First Pair,54.0,1197.3333333333333,7.0,21.0,28.0,4.339295767314002,55.319148936170215,55.35692018464166,8479325,D,73.0,211.0,1997-12-21,USA,2016.0,1.0,14.0,R,20,"[None, None, None, 58, 89]","[None, None, None, 55, 70]","[None, None, None, 81, 88]","[None, None, None, 'BOS', 'BOS']"
2018-2019,Chris Tanev,VAN,D,75.3,6.2,96.7,,91.7,62.6,22.6,0.8,25.1,34.2,25.1,8.2,77.8,1.2,98.8,61,229,9,,16.0,92,189,242,183,132,183,224,55,241,4,243,102,180,Second Pair,55.0,1109.2166666666667,2.0,10.0,12.0,1.9541368509669201,49.15254237288136,44.514366741364455,8475690,D,75.0,200.0,1989-12-20,CAN,,,,R,28,"[97, 94, 87, 79, 67]","[50, 22, 16, 18, 4]","[97, 98, 96, 93, 95]","['VAN', 'VAN', 'VAN', 'VAN', 'VAN']"
2018-2019,Chris Wideman,FLA,D,25.1,37.9,35.0,36.3,,44.0,67.9,65.0,97.5,37.4,85.2,73.7,2.1,12.3,4.9,183,152,159,66.0,,137,79,86,7,127,37,65,239,214,232,243,102,180,Third Pair,25.0,326.43333333333334,2.0,5.0,7.0,1.2634326947762218,33.33333333333333,44.157821807492326,8475227,D,70.0,180.0,1990-01-07,USA,2009.0,4.0,100.0,R,28,"[None, 18, 39, None, 24]","[None, 51, 52, None, 40]","[None, 27, 38, None, 31]","[None, 'OTT', 'OTT', None, 'FLA']"
2018-2019,Christian Djoos,WSH,D,68.7,72.4,25.5,,,39.5,42.0,60.1,95.9,93.0,6.2,95.5,97.1,16.0,14.0,77,68,182,,,148,142,98,11,18,229,12,8,205,210,243,102,180,Third Pair,45.0,610.7166666666667,1.0,9.0,10.0,1.4294080706607963,59.57446808510638,44.937420247052806,8477043,D,72.0,180.0,1994-08-06,SWE,2012.0,7.0,195.0,L,24,"[None, None, None, 74, 62]","[None, None, None, 79, 63]","[None, None, None, 44, 21]","[None, None, None, 'WSH', 'WSH']"
2018-2019,Christian Folin,MTL,D,21.8,18.5,33.7,,34.4,49.4,17.7,9.1,30.9,57.2,98.8,39.5,53.1,65.4,10.3,191,199,162,,119.0,124,201,222,169,89,4,148,115,85,219,243,102,180,Third Pair,45.0,704.6666666666666,0.0,6.0,6.0,1.5324341783387883,50.0,47.33065890660881,8477850,D,76.0,204.0,1991-02-09,SWE,,,,R,27,"[58, 47, 13, 43, 21]","[45, 30, 12, 35, 17]","[42, 36, 33, 37, 30]","['MIN', 'MIN', 'MIN', 'LAK', 'MTL']"
