Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID
2018-2019,Brandon Carlo,BOS,D,183.0,42.0,,89.0,111.0,10.0,139.0,198.0,220.0,91.0,215.0,99.0,,184.0,Second Pair,72,1506.4333333333,2,4,21,1996-11-26,USA,USA,78,218,2015,2,7,37,8478443.0
2018-2019,Brandon Manning,CHI,D,174.0,159.0,,137.0,215.0,162.0,120.0,45.0,141.0,197.0,90.0,50.0,,192.0,Third Pair,39,578.8,2,1,28,1990-06-04,CAN,CAN,73,205,-,-,-,-,8475430.0
2018-2019,Brandon Manning,EDM,D,174.0,159.0,,137.0,215.0,162.0,120.0,45.0,141.0,197.0,90.0,50.0,,192.0,Third Pair,39,578.8,2,1,28,1990-06-04,CAN,CAN,73,205,-,-,-,-,8475430.0
2018-2019,Brandon Montour,ANA,D,78.0,188.0,85.0,154.0,116.0,169.0,31.0,81.0,127.0,140.0,141.0,134.0,,57.0,First Pair,82,1840.7833333333,8,9,24,1994-04-11,CAN,CAN,72,194,2014,2,25,55,8477986.0
2018-2019,Brandon Montour,BUF,D,78.0,188.0,85.0,154.0,116.0,169.0,31.0,81.0,127.0,140.0,141.0,134.0,,57.0,First Pair,82,1840.7833333333,8,9,24,1994-04-11,CAN,CAN,72,194,2014,2,25,55,8477986.0
2018-2019,Brayden McNabb,VGK,D,108.0,25.0,,69.0,18.0,66.0,198.0,130.0,162.0,120.0,214.0,20.0,,138.0,Second Pair,81,1577.7666666667,4,7,27,1991-01-21,CAN,CAN,76,215,2009,3,5,66,8475188.0
2018-2019,Braydon Coburn,TBL,D,61.0,112.0,,49.0,100.0,75.0,54.0,134.0,44.0,186.0,204.0,95.0,,171.0,Third Pair,74,1192.15,4,7,33,1985-02-27,CAN,CAN,77,224,2003,1,8,8,8470601.0
2018-2019,Brendan Smith,NYR,D,106.0,219.0,,117.0,131.0,199.0,108.0,54.0,124.0,37.0,176.0,61.0,,202.0,Third Pair,63,963.63333333333,4,5,29,1989-02-08,CAN,CAN,74,200,2007,1,27,27,8474090.0
2018-2019,Brenden Dillon,SJS,D,91.0,73.0,,68.0,30.0,26.0,196.0,202.0,52.0,86.0,195.0,21.0,,191.0,Third Pair,82,1454.9333333333,1,11,27,1990-11-13,CAN,CAN,76,224,-,-,-,-,8475455.0
2018-2019,Brent Burns,SJS,D,1.0,157.0,5.0,136.0,7.0,119.0,1.0,25.0,1.0,3.0,102.0,173.0,,1.0,First Pair,82,2058.1333333333,16,39,33,1985-03-09,CAN,CAN,77,230,2003,1,20,20,8470613.0
2018-2019,Brent Seabrook,CHI,D,59.0,164.0,64.0,165.0,62.0,229.0,34.0,105.0,102.0,63.0,168.0,102.0,,40.0,Second Pair,78,1489.55,5,10,33,1985-04-20,CAN,CAN,75,220,2003,1,14,14,8470607.0
2018-2019,Brett Kulak,MTL,D,56.0,104.0,,,25.0,47.0,42.0,58.0,203.0,74.0,139.0,87.0,,162.0,Third Pair,57,1017.05,6,3,24,1994-01-06,CAN,CAN,73,197,2012,4,14,105,8476967.0
2018-2019,Brett Pesce,CAR,D,62.0,4.0,,42.0,35.0,37.0,143.0,75.0,62.0,109.0,37.0,188.0,,84.0,Second Pair,73,1495.85,7,12,23,1994-11-15,USA,USA,75,206,2013,3,5,66,8477488.0
2018-2019,Brian Dumoulin,PIT,D,81.0,80.0,,59.0,5.0,103.0,167.0,145.0,170.0,114.0,40.0,97.0,,114.0,Second Pair,76,1597.9166666667,3,3,26,1991-09-06,USA,USA,76,207,2009,2,21,51,8475208.0
2018-2019,Brooks Orpik,WSH,D,207.0,138.0,,108.0,134.0,163.0,214.0,196.0,200.0,161.0,202.0,14.0,,185.0,Third Pair,53,830.15,2,2,37,1980-09-26,USA,USA,75,217,2000,1,18,18,8468498.0
2018-2019,Calvin de Haan,CAR,D,46.0,33.0,,111.0,26.0,110.0,88.0,193.0,13.0,122.0,27.0,46.0,,115.0,Second Pair,74,1369.8333333333,1,7,27,1991-05-09,CAN,CAN,73,195,2009,1,12,12,8475177.0
2018-2019,Cam Fowler,ANA,D,176.0,173.0,54.0,147.0,162.0,195.0,206.0,119.0,98.0,93.0,113.0,227.0,,56.0,First Pair,59,1378.7,5,8,26,1991-12-05,CAN,USA,74,215,2010,1,12,12,8475764.0
2018-2019,Carl Dahlstrom,CHI,D,204.0,232.0,,159.0,123.0,224.0,189.0,231.0,206.0,228.0,17.0,175.0,,216.0,Second Pair,38,706.96666666667,0,2,23,1995-01-28,SWE,SWE,76,231,2013,2,21,51,8477472.0
2018-2019,Carl Gunnarsson,STL,D,153.0,8.0,,15.0,81.0,19.0,202.0,10.0,230.0,167.0,94.0,210.0,,172.0,Third Pair,25,398.28333333333,3,0,31,1986-11-09,SWE,SWE,74,198,2007,7,13,194,8474125.0
2018-2019,Casey Nelson,BUF,D,215.0,108.0,,29.0,218.0,36.0,166.0,161.0,208.0,138.0,93.0,139.0,,204.0,Third Pair,38,585.55,1,2,26,1992-07-18,USA,USA,73,185,-,-,-,-,8479268.0
2018-2019,Charlie McAvoy,BOS,D,37.0,46.0,96.0,7.0,42.0,24.0,176.0,42.0,14.0,73.0,165.0,67.0,,60.0,First Pair,54,1197.3333333333,7,13,20,1997-12-21,USA,USA,73,209,2016,1,14,14,8479325.0
2018-2019,Chris Tanev,VAN,D,231.0,41.0,,80.0,228.0,98.0,229.0,203.0,205.0,226.0,138.0,217.0,,129.0,Second Pair,55,1109.2166666667,2,6,28,1989-12-20,CAN,CAN,74,193,-,-,-,-,8475690.0
2018-2019,Chris Wideman,EDM,D,42.0,212.0,98.0,,196.0,233.0,60.0,71.0,3.0,48.0,233.0,28.0,,167.0,Third Pair,25,326.43333333333,2,3,28,1990-01-07,USA,USA,70,181,2009,4,9,100,8475227.0
2018-2019,Chris Wideman,FLA,D,42.0,212.0,98.0,,196.0,233.0,60.0,71.0,3.0,48.0,233.0,28.0,,167.0,Third Pair,25,326.43333333333,2,3,28,1990-01-07,USA,USA,70,181,2009,4,9,100,8475227.0
2018-2019,Chris Wideman,OTT,D,42.0,212.0,98.0,,196.0,233.0,60.0,71.0,3.0,48.0,233.0,28.0,,167.0,Third Pair,25,326.43333333333,2,3,28,1990-01-07,USA,USA,70,181,2009,4,9,100,8475227.0
2018-2019,Christian Djoos,WSH,D,74.0,205.0,,,79.0,178.0,200.0,144.0,11.0,5.0,6.0,218.0,,224.0,Third Pair,45,610.71666666667,1,5,24,1994-08-06,SWE,SWE,72,180,2012,7,14,195,8477043.0
2018-2019,Christian Folin,MTL,D,194.0,21.0,,54.0,187.0,59.0,168.0,205.0,147.0,152.0,124.0,9.0,,179.0,Third Pair,45,704.66666666667,0,1,27,1991-02-09,SWE,SWE,75,204,-,-,-,-,8477850.0
2018-2019,Christian Folin,PHI,D,194.0,21.0,,54.0,187.0,59.0,168.0,205.0,147.0,152.0,124.0,9.0,,179.0,Third Pair,45,704.66666666667,0,1,27,1991-02-09,SWE,SWE,75,204,-,-,-,-,8477850.0
2018-2019,Christian Jaros,OTT,D,220.0,149.0,,,227.0,181.0,135.0,206.0,175.0,215.0,126.0,27.0,,187.0,Third Pair,61,876.4,1,3,22,1996-04-02,SVK,SVK,75,222,2015,5,18,139,8478868.0
2018-2019,Christian Wolanin,OTT,D,118.0,213.0,94.0,,161.0,225.0,171.0,11.0,178.0,117.0,158.0,226.0,,109.0,Third Pair,30,519.76666666667,4,3,23,1995-03-17,CAN,CAN,74,190,2015,4,16,107,8478846.0
2018-2019,Cody Ceci,OTT,D,101.0,209.0,,113.0,168.0,230.0,93.0,86.0,42.0,166.0,76.0,107.0,,67.0,First Pair,74,1669.5166666667,7,14,24,1993-12-21,CAN,CAN,74,210,2012,1,15,15,8476879.0
2018-2019,Colin Miller,VGK,D,43.0,59.0,26.0,,32.0,9.0,47.0,171.0,30.0,6.0,123.0,41.0,,73.0,Second Pair,65,1276.9833333333,3,13,25,1992-10-29,CAN,CAN,73,200,2012,5,30,151,8476525.0
2018-2019,Colton Parayko,STL,D,97.0,9.0,24.0,52.0,129.0,20.0,29.0,127.0,145.0,180.0,9.0,118.0,,35.0,First Pair,80,1822.6833333333,10,7,25,1993-05-12,CAN,CAN,78,228,2012,3,25,86,8476892.0
2018-2019,Connor Carrick,DAL,D,99.0,95.0,100.0,,158.0,104.0,122.0,63.0,67.0,82.0,201.0,155.0,,152.0,Third Pair,34,571.15,2,4,24,1994-04-13,USA,USA,70,198,2012,5,16,137,8476941.0
2018-2019,Connor Carrick,NJD,D,99.0,95.0,100.0,,158.0,104.0,122.0,63.0,67.0,82.0,201.0,155.0,,152.0,Third Pair,34,571.15,2,4,24,1994-04-13,USA,USA,70,198,2012,5,16,137,8476941.0
2018-2019,Connor Murphy,CHI,D,121.0,134.0,,152.0,151.0,150.0,66.0,69.0,177.0,224.0,71.0,31.0,,113.0,Second Pair,52,1013.4166666667,5,2,25,1993-03-26,USA,USA,76,212,2011,1,20,20,8476473.0
2018-2019,Damon Severson,NJD,D,68.0,210.0,70.0,64.0,130.0,182.0,165.0,20.0,36.0,195.0,147.0,143.0,,79.0,First Pair,82,1807.5166666667,11,17,24,1994-08-07,CAN,CAN,74,205,2012,2,30,60,8476923.0
2018-2019,Dan Girardi,TBL,D,127.0,63.0,,41.0,49.0,160.0,141.0,90.0,209.0,113.0,83.0,29.0,,106.0,Third Pair,62,1103.6166666667,4,1,34,1984-04-29,CAN,CAN,73,212,-,-,-,-,8471958.0
2018-2019,Dan Hamhuis,NSH,D,224.0,83.0,,57.0,171.0,39.0,225.0,218.0,212.0,190.0,152.0,162.0,,217.0,Third Pair,57,914.68333333333,0,1,35,1982-12-13,CAN,CAN,73,204,2001,1,12,12,8469465.0
2018-2019,Danny DeKeyser,DET,D,156.0,78.0,,156.0,194.0,106.0,209.0,59.0,90.0,209.0,170.0,124.0,,99.0,Second Pair,52,1142.3,5,12,28,1990-03-07,USA,USA,75,183,-,-,-,-,8477215.0
2018-2019,Darnell Nurse,EDM,D,47.0,166.0,62.0,114.0,137.0,174.0,19.0,26.0,88.0,200.0,156.0,63.0,,34.0,First Pair,82,1953.2666666667,10,12,23,1995-02-04,CAN,CAN,76,221,2013,1,7,7,8477498.0
2018-2019,David Savard,CBJ,D,63.0,52.0,,33.0,95.0,78.0,77.0,48.0,84.0,160.0,161.0,96.0,,93.0,Second Pair,82,1618.9833333333,8,7,27,1990-10-22,CAN,CAN,73,235,2009,4,3,94,8475233.0
2018-2019,Dean Kukan,CBJ,D,140.0,2.0,,,65.0,1.0,228.0,230.0,45.0,92.0,142.0,168.0,,228.0,Third Pair,25,336.63333333333,0,3,25,1993-07-08,CHE,CHE,74,190,-,-,-,-,8478567.0
2018-2019,Dennis Cholowski,DET,D,168.0,230.0,82.0,,146.0,196.0,174.0,64.0,194.0,13.0,173.0,229.0,,125.0,Second Pair,52,949.16666666667,7,4,20,1998-02-15,CAN,CAN,74,210,2016,1,20,20,8479395.0
2018-2019,Derek Forbort,LAK,D,223.0,148.0,,140.0,220.0,65.0,218.0,210.0,138.0,205.0,171.0,106.0,,150.0,Second Pair,81,1680.1,2,4,26,1992-03-04,USA,USA,76,208,2010,1,15,15,8475762.0
2018-2019,Derrick Pouliot,VAN,D,184.0,146.0,93.0,,115.0,166.0,208.0,175.0,188.0,36.0,178.0,113.0,,164.0,Third Pair,62,1063.8166666667,3,4,24,1994-01-16,CAN,CAN,72,196,2012,1,8,8,8476884.0
2018-2019,Deryk Engelland,VGK,D,114.0,74.0,,84.0,101.0,155.0,117.0,150.0,116.0,102.0,109.0,48.0,,104.0,Second Pair,74,1470.95,2,6,36,1982-04-03,CAN,CAN,74,212,2000,6,27,194,8468674.0
2018-2019,Devon Toews,NYI,D,19.0,119.0,69.0,,29.0,22.0,53.0,51.0,19.0,78.0,18.0,206.0,,117.0,Third Pair,48,858.98333333333,5,8,24,1994-02-21,CAN,CAN,73,191,2014,4,18,108,8478038.0
2018-2019,Dion Phaneuf,LAK,D,196.0,144.0,,,206.0,175.0,98.0,200.0,190.0,76.0,91.0,30.0,,134.0,Third Pair,67,1004.9333333333,1,1,33,1985-04-10,CAN,CAN,75,222,2003,1,9,9,8470602.0
2018-2019,Dmitry Kulikov,WPG,D,217.0,155.0,,138.0,185.0,127.0,221.0,208.0,174.0,136.0,177.0,74.0,,222.0,Third Pair,57,892.81666666667,0,3,27,1990-10-29,RUS,RUS,73,201,2009,1,14,14,8475179.0
2018-2019,Dmitry Orlov,WSH,D,146.0,151.0,95.0,95.0,144.0,152.0,190.0,89.0,97.0,132.0,45.0,98.0,,102.0,Second Pair,82,1774.1833333333,3,11,27,1991-07-23,RUS,RUS,71,214,2009,2,25,55,8475200.0
2018-2019,Dougie Hamilton,CAR,D,2.0,120.0,25.0,,1.0,58.0,2.0,2.0,20.0,64.0,185.0,86.0,,18.0,Second Pair,82,1613.15,18,12,25,1993-06-17,CAN,CAN,78,230,2011,1,9,9,8476462.0
2018-2019,Drew Doughty,LAK,D,179.0,170.0,16.0,164.0,202.0,77.0,185.0,204.0,60.0,175.0,160.0,105.0,,28.0,First Pair,82,2179.0833333333,8,20,28,1989-12-08,CAN,CAN,73,210,2008,1,2,2,8474563.0
2018-2019,Duncan Keith,CHI,D,85.0,189.0,90.0,160.0,73.0,204.0,89.0,153.0,117.0,24.0,164.0,223.0,,41.0,First Pair,82,1887.4333333333,6,13,35,1983-07-16,CAN,CAN,73,192,2002,2,24,54,8470281.0
2018-2019,Dustin Byfuglien,WPG,D,66.0,92.0,28.0,125.0,152.0,23.0,18.0,74.0,114.0,94.0,231.0,85.0,,13.0,First Pair,42,1023.0666666667,4,7,33,1985-03-27,USA,USA,77,260,2003,8,16,245,8470834.0
2018-2019,Dylan DeMelo,OTT,D,57.0,126.0,,44.0,69.0,184.0,114.0,168.0,18.0,69.0,74.0,80.0,,120.0,Second Pair,77,1484.8833333333,4,10,25,1993-05-01,CAN,CAN,72,195,2011,6,28,179,8476331.0
2018-2019,Egor Yakovlev,NJD,D,171.0,191.0,,,229.0,99.0,182.0,31.0,40.0,168.0,31.0,204.0,,189.0,Third Pair,25,391.83333333333,2,3,26,1991-09-17,RUS,RUS,72,190,-,-,-,-,8480948.0
2018-2019,Erik Cernak,TBL,D,24.0,117.0,,3.0,71.0,44.0,15.0,47.0,50.0,178.0,89.0,11.0,,91.0,Second Pair,58,1116.55,5,6,21,1997-05-28,SVK,SVK,76,224,2015,2,13,43,8478416.0
2018-2019,Erik Gudbranson,PIT,D,202.0,207.0,,132.0,211.0,203.0,144.0,180.0,165.0,176.0,143.0,24.0,,194.0,Second Pair,76,1385.5333333333,2,3,26,1992-01-07,CAN,CAN,77,222,2010,1,3,3,8475790.0
2018-2019,Erik Gudbranson,VAN,D,202.0,207.0,,132.0,211.0,203.0,144.0,180.0,165.0,176.0,143.0,24.0,,194.0,Second Pair,76,1385.5333333333,2,3,26,1992-01-07,CAN,CAN,77,222,2010,1,3,3,8475790.0
2018-2019,Erik Gustafsson,CHI,D,11.0,196.0,19.0,,8.0,210.0,59.0,8.0,26.0,28.0,116.0,144.0,,27.0,First Pair,79,1784.1833333333,17,24,26,1992-03-14,SWE,SWE,72,197,2012,4,2,93,8476979.0
2018-2019,Erik Johnson,COL,D,88.0,79.0,,128.0,145.0,134.0,43.0,55.0,133.0,77.0,75.0,93.0,,46.0,Second Pair,80,1745.1666666667,7,6,30,1988-03-21,USA,USA,76,225,2006,1,1,1,8473446.0
2018-2019,Erik Karlsson,SJS,D,5.0,86.0,15.0,116.0,10.0,87.0,7.0,126.0,2.0,33.0,64.0,196.0,,3.0,First Pair,53,1297.85,3,21,28,1990-05-31,SWE,SWE,72,190,2008,1,15,15,8474578.0
2018-2019,Esa Lindell,DAL,D,180.0,143.0,53.0,79.0,154.0,101.0,178.0,135.0,173.0,173.0,58.0,119.0,,65.0,First Pair,82,1994.7833333333,11,8,24,1994-05-23,FIN,FIN,75,220,2012,3,13,74,8476902.0
2018-2019,Filip Hronek,DET,D,163.0,217.0,39.0,172.0,210.0,116.0,116.0,27.0,176.0,193.0,107.0,109.0,,83.0,Second Pair,46,918.2,5,8,20,1997-11-02,CZE,CZE,72,190,2016,2,23,53,8479425.0
2018-2019,Fredrik Claesson,NYR,D,200.0,158.0,,53.0,223.0,51.0,145.0,103.0,181.0,52.0,46.0,26.0,,210.0,Third Pair,37,638.18333333333,2,3,25,1992-11-24,SWE,SWE,73,196,2011,5,5,126,8476368.0
2018-2019,Greg Pateryn,MIN,D,188.0,6.0,,63.0,204.0,12.0,104.0,213.0,157.0,214.0,194.0,42.0,,160.0,Third Pair,80,1369.65,1,5,28,1990-06-20,USA,USA,75,212,2008,5,7,128,8474688.0
2018-2019,Gustav Forsling,CHI,D,143.0,218.0,,155.0,156.0,211.0,68.0,114.0,187.0,50.0,169.0,166.0,,151.0,Third Pair,43,734.58333333333,3,2,22,1996-06-12,SWE,SWE,72,186,2014,5,6,126,8478055.0
2018-2019,Hampus Lindholm,ANA,D,162.0,174.0,29.0,146.0,82.0,120.0,160.0,170.0,169.0,220.0,188.0,160.0,,64.0,First Pair,76,1823.6,6,7,24,1994-01-20,SWE,SWE,76,215,2012,1,6,6,8476854.0
2018-2019,Henri Jokiharju,CHI,D,50.0,214.0,99.0,73.0,39.0,193.0,46.0,226.0,29.0,27.0,197.0,112.0,,128.0,Second Pair,38,721.25,0,7,19,1999-06-17,FIN,FIN,72,200,2017,1,29,29,8480035.0
2018-2019,Ian Cole,COL,D,158.0,26.0,,46.0,94.0,102.0,151.0,157.0,189.0,169.0,227.0,65.0,,89.0,Second Pair,71,1402.6833333333,2,3,29,1989-02-21,USA,USA,73,225,2007,1,18,18,8474013.0
2018-2019,Igor Ozhiganov,TOR,D,135.0,128.0,,,54.0,55.0,183.0,79.0,197.0,61.0,159.0,108.0,,226.0,Third Pair,53,742.8,3,2,25,1992-10-13,RUS,RUS,74,210,-,-,-,-,8480943.0
2018-2019,Ilya Lyubushkin,ARI,D,214.0,115.0,,,192.0,192.0,219.0,229.0,122.0,43.0,15.0,3.0,,223.0,Third Pair,41,563.11666666667,0,3,24,1994-04-06,RUS,RUS,74,200,-,-,-,-,8480950.0
2018-2019,Ivan Provorov,PHI,D,122.0,169.0,92.0,106.0,165.0,125.0,110.0,24.0,154.0,191.0,56.0,120.0,,44.0,First Pair,82,2058.0833333333,7,5,21,1997-01-13,RUS,RUS,73,201,2015,1,7,7,8478500.0
2018-2019,Jaccob Slavin,CAR,D,55.0,17.0,65.0,43.0,6.0,82.0,127.0,167.0,76.0,133.0,47.0,207.0,,59.0,First Pair,82,1889.1,8,8,24,1994-05-01,USA,USA,75,207,2012,4,29,120,8476958.0
2018-2019,Jack Johnson,PIT,D,208.0,94.0,,121.0,110.0,187.0,207.0,212.0,214.0,115.0,132.0,34.0,,149.0,Second Pair,82,1580.8333333333,1,5,31,1987-01-13,USA,USA,73,227,2005,1,3,3,8471677.0
2018-2019,Jacob Larsson,ANA,D,178.0,172.0,,123.0,113.0,176.0,133.0,224.0,143.0,96.0,174.0,163.0,,213.0,Third Pair,49,838.61666666667,0,2,21,1997-04-29,SWE,SWE,74,193,2015,1,27,27,8478491.0
2018-2019,Jacob Trouba,WPG,D,32.0,68.0,44.0,143.0,98.0,118.0,24.0,101.0,24.0,134.0,148.0,121.0,,19.0,First Pair,82,1876.0,8,16,24,1994-02-26,USA,USA,75,203,2012,1,9,9,8476885.0
2018-2019,Jake Gardiner,TOR,D,41.0,192.0,55.0,,13.0,144.0,179.0,133.0,17.0,143.0,137.0,176.0,,75.0,Second Pair,62,1315.2666666667,3,13,28,1990-07-04,USA,USA,74,203,2008,1,17,17,8474581.0
2018-2019,Jake McCabe,BUF,D,205.0,65.0,,55.0,200.0,89.0,204.0,137.0,171.0,194.0,128.0,73.0,,139.0,Second Pair,59,1117.75,4,3,24,1993-10-12,USA,USA,73,204,2012,2,14,44,8476931.0
2018-2019,Jake Muzzin,LAK,D,30.0,176.0,38.0,51.0,31.0,114.0,61.0,43.0,71.0,189.0,150.0,49.0,,39.0,Second Pair,80,1707.0,9,12,29,1989-02-21,CAN,CAN,75,227,2007,5,20,141,8474162.0
2018-2019,Jake Muzzin,TOR,D,30.0,176.0,38.0,51.0,31.0,114.0,61.0,43.0,71.0,189.0,150.0,49.0,,39.0,Second Pair,80,1707.0,9,12,29,1989-02-21,CAN,CAN,75,227,2007,5,20,141,8474162.0
2018-2019,Jakob Chychrun,ARI,D,103.0,106.0,59.0,,102.0,147.0,50.0,132.0,104.0,68.0,92.0,89.0,,66.0,Second Pair,53,1073.5,5,5,20,1998-03-31,USA,USA,74,220,2016,1,16,16,8479345.0
