Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2016-2017,Andrej Sekera,EDM,D,75.0,94.0,25.0,35.0,62.0,148.0,77.0,77.0,152.0,51.0,39.0,192.0,,46.0,Second Pair,80,1718.6333333333,8,13,30,1986-06-08,SVK,SVK,72,200,2004,3,6,71
2016-2017,Andrej Sustr,TBL,D,148.0,129.0,,44.0,151.0,75.0,174.0,152.0,219.0,156.0,201.0,195.0,,175.0,Third Pair,80,1407.1166666667,3,5,25,1990-11-29,CZE,CZE,79,217,-,-,-,-
2016-2017,Andrew MacDonald,PHI,D,163.0,25.0,117.0,131.0,141.0,88.0,215.0,191.0,78.0,59.0,46.0,204.0,,89.0,Second Pair,73,1467.9,2,12,29,1986-09-07,CAN,CAN,73,204,2006,6,7,160
2016-2017,Andy Greene,NJD,D,223.0,40.0,87.0,32.0,219.0,37.0,201.0,138.0,229.0,180.0,33.0,185.0,,103.0,Second Pair,66,1448.3,4,6,33,1982-10-30,USA,USA,71,190,-,-,-,-
2016-2017,Anthony Bitetto,NSH,D,184.0,130.0,,,200.0,196.0,186.0,201.0,12.0,86.0,222.0,12.0,,205.0,Fringe,29,342.3,0,3,26,1990-07-15,USA,USA,73,222,2010,6,18,168
2016-2017,Anthony DeAngelo,ARI,D,99.0,229.0,71.0,,170.0,,72.0,16.0,88.0,93.0,149.0,158.0,,80.0,Third Pair,39,666.66666666667,5,4,20,1995-10-24,USA,USA,71,180,2014,1,19,19
2016-2017,Anton Stralman,TBL,D,42.0,50.0,60.0,64.0,40.0,21.0,90.0,66.0,72.0,75.0,41.0,121.0,,66.0,First Pair,73,1671.7333333333,5,8,30,1986-08-01,SWE,SWE,71,193,2005,7,22,216
2016-2017,Ben Chiarot,WPG,D,175.0,57.0,,139.0,167.0,98.0,149.0,169.0,104.0,167.0,160.0,47.0,,155.0,Third Pair,59,903.95,2,4,25,1991-05-09,CAN,CAN,75,232,2009,4,29,120
2016-2017,Ben Hutton,VAN,D,179.0,183.0,69.0,153.0,204.0,205.0,86.0,171.0,75.0,96.0,56.0,196.0,,81.0,Second Pair,71,1455.15,5,6,23,1993-04-20,CAN,CAN,75,201,2012,5,26,147
2016-2017,Ben Lovejoy,NJD,D,187.0,41.0,,16.0,156.0,66.0,156.0,183.0,227.0,220.0,147.0,71.0,,134.0,Second Pair,82,1703.4833333333,1,4,32,1984-02-20,USA,USA,73,205,-,-,-,-
2016-2017,Brady Skjei,NYR,D,36.0,203.0,76.0,,122.0,136.0,68.0,99.0,13.0,26.0,175.0,62.0,,82.0,Third Pair,80,1397.0166666667,5,13,22,1994-03-26,USA,USA,75,210,2012,1,28,28
2016-2017,Brandon Carlo,BOS,D,132.0,145.0,,113.0,39.0,118.0,203.0,95.0,210.0,213.0,218.0,153.0,,156.0,Second Pair,82,1706.9,6,4,19,1996-11-26,USA,USA,78,218,2015,2,7,37
2016-2017,Brandon Davidson,"EDM, MTL",D,168.0,32.0,,154.0,139.0,60.0,127.0,176.0,175.0,204.0,188.0,102.0,,142.0,Third Pair,38,597.35,0,2,25,1991-08-21,CAN,CAN,74,204,2010,6,12,162
2016-2017,Brandon Manning,PHI,D,152.0,169.0,,103.0,130.0,141.0,117.0,182.0,90.0,182.0,32.0,52.0,,178.0,Second Pair,65,1173.65,3,4,26,1990-06-04,CAN,CAN,73,205,-,-,-,-
2016-2017,Brandon Montour,ANA,D,92.0,226.0,,,74.0,222.0,24.0,86.0,120.0,135.0,37.0,172.0,,131.0,Third Pair,27,469.28333333333,2,2,22,1994-04-11,CAN,CAN,72,194,2014,2,25,55
2016-2017,Brayden McNabb,LAK,D,64.0,38.0,121.0,162.0,1.0,3.0,131.0,159.0,24.0,195.0,162.0,13.0,,197.0,Third Pair,49,738.2,2,0,25,1991-01-21,CAN,CAN,76,215,2009,3,5,66
2016-2017,Braydon Coburn,TBL,D,129.0,107.0,,10.0,145.0,41.0,114.0,145.0,192.0,188.0,173.0,80.0,,176.0,Third Pair,80,1338.9166666667,5,4,31,1985-02-27,CAN,CAN,77,224,2003,1,8,8
2016-2017,Brendan Smith,"DET, NYR",D,118.0,135.0,,42.0,112.0,50.0,124.0,111.0,23.0,112.0,168.0,99.0,,159.0,Second Pair,51,980.31666666667,3,6,27,1989-02-08,CAN,CAN,74,200,2007,1,27,27
2016-2017,Brenden Dillon,SJS,D,126.0,90.0,,68.0,30.0,79.0,122.0,196.0,44.0,215.0,158.0,27.0,,187.0,Third Pair,81,1333.85,2,1,25,1990-11-13,CAN,CAN,76,224,-,-,-,-
2016-2017,Brent Burns,SJS,D,1.0,178.0,1.0,69.0,2.0,167.0,1.0,1.0,32.0,4.0,121.0,160.0,,1.0,First Pair,82,2038.7333333333,29,27,31,1985-03-09,CAN,CAN,77,230,2003,1,20,20
2016-2017,Brent Seabrook,CHI,D,88.0,207.0,18.0,60.0,66.0,211.0,50.0,65.0,27.0,27.0,107.0,112.0,,25.0,Second Pair,79,1729.45,3,16,31,1985-04-20,CAN,CAN,75,220,2003,1,14,14
2016-2017,Brett Kulak,CGY,D,185.0,188.0,,,193.0,122.0,142.0,223.0,153.0,99.0,224.0,163.0,,226.0,Third Pair,21,299.08333333333,0,2,22,1994-01-06,CAN,CAN,73,197,2012,4,14,105
2016-2017,Brett Pesce,CAR,D,142.0,20.0,105.0,100.0,87.0,48.0,143.0,167.0,141.0,141.0,36.0,203.0,,116.0,Second Pair,82,1738.75,2,7,21,1994-11-15,USA,USA,75,206,2013,3,5,66
2016-2017,Brian Campbell,CHI,D,176.0,119.0,61.0,144.0,106.0,51.0,183.0,101.0,61.0,113.0,38.0,215.0,,136.0,Second Pair,80,1474.3666666667,5,6,37,1979-05-23,CAN,CAN,70,192,1997,6,22,156
2016-2017,Brian Dumoulin,PIT,D,144.0,99.0,,104.0,28.0,84.0,163.0,220.0,114.0,116.0,27.0,119.0,,162.0,Second Pair,70,1438.2333333333,1,7,24,1991-09-06,USA,USA,76,207,2009,2,21,51
2016-2017,Brooks Orpik,WSH,D,102.0,12.0,,13.0,15.0,72.0,189.0,199.0,53.0,169.0,178.0,14.0,,101.0,Third Pair,79,1405.1,0,6,35,1980-09-26,USA,USA,75,217,2000,1,18,18
2016-2017,Calvin de Haan,NYI,D,69.0,44.0,,3.0,51.0,156.0,110.0,157.0,119.0,102.0,52.0,70.0,,65.0,Second Pair,82,1627.55,5,11,25,1991-05-09,CAN,CAN,73,195,2009,1,12,12
2016-2017,Cam Fowler,ANA,D,103.0,163.0,17.0,93.0,61.0,162.0,81.0,56.0,206.0,60.0,72.0,223.0,,38.0,First Pair,80,1987.85,11,12,24,1991-12-05,CAN,USA,74,215,2010,1,12,12
2016-2017,Carl Gunnarsson,STL,D,221.0,2.0,,134.0,186.0,7.0,219.0,208.0,35.0,198.0,5.0,148.0,,203.0,Third Pair,56,761.35,0,3,29,1986-11-09,SWE,SWE,74,198,2007,7,13,194
2016-2017,Chad Ruhwedel,PIT,D,62.0,223.0,,,110.0,223.0,111.0,103.0,194.0,31.0,157.0,136.0,,152.0,Third Pair,34,589.43333333333,2,6,26,1990-05-07,USA,USA,71,191,-,-,-,-
2016-2017,Chris Tanev,VAN,D,229.0,19.0,110.0,51.0,218.0,40.0,227.0,154.0,226.0,183.0,10.0,227.0,,113.0,Second Pair,53,1078.2833333333,2,3,26,1989-12-20,CAN,CAN,74,193,-,-,-,-
2016-2017,Chris Wideman,OTT,D,47.0,157.0,97.0,,136.0,152.0,19.0,30.0,16.0,85.0,204.0,115.0,,141.0,Third Pair,76,1060.95,5,8,26,1990-01-07,USA,USA,70,181,2009,4,9,100
2016-2017,Christian Folin,MIN,D,192.0,49.0,,,198.0,67.0,196.0,168.0,117.0,129.0,140.0,67.0,,209.0,Third Pair,51,761.66666666667,2,2,25,1991-02-09,SWE,SWE,75,204,-,-,-,-
2016-2017,Cody Ceci,OTT,D,104.0,147.0,83.0,88.0,199.0,183.0,83.0,88.0,170.0,132.0,61.0,140.0,,67.0,First Pair,79,1833.2,2,6,22,1993-12-21,CAN,CAN,74,210,2012,1,15,15
2016-2017,Cody Franson,BUF,D,100.0,54.0,44.0,165.0,137.0,34.0,69.0,94.0,134.0,79.0,190.0,94.0,,98.0,Second Pair,68,1256.8,3,6,29,1987-08-08,CAN,CAN,77,224,2005,3,18,79
2016-2017,Cody Goloubef,COL,D,173.0,132.0,,,148.0,130.0,161.0,217.0,222.0,150.0,214.0,131.0,,201.0,Third Pair,33,560.65,0,2,26,1989-11-30,CAN,CAN,73,190,2008,2,7,37
2016-2017,Colin Miller,BOS,D,22.0,48.0,104.0,,34.0,5.0,41.0,38.0,4.0,84.0,145.0,87.0,,143.0,Third Pair,61,964.76666666667,6,4,23,1992-10-29,CAN,CAN,73,200,2012,5,30,151
2016-2017,Colton Parayko,STL,D,19.0,18.0,67.0,101.0,100.0,30.0,14.0,78.0,95.0,18.0,55.0,141.0,,48.0,Second Pair,81,1716.9666666667,4,17,23,1993-05-12,CAN,CAN,78,228,2012,3,25,86
2016-2017,Connor Carrick,TOR,D,95.0,138.0,,,25.0,127.0,84.0,193.0,49.0,187.0,198.0,130.0,,186.0,Third Pair,67,1094.5166666667,2,4,22,1994-04-13,USA,USA,70,198,2012,5,16,137
2016-2017,Connor Murphy,ARI,D,178.0,100.0,109.0,76.0,194.0,157.0,155.0,132.0,214.0,170.0,86.0,28.0,,118.0,Second Pair,77,1476.7333333333,2,7,23,1993-03-26,USA,USA,76,212,2011,1,20,20
2016-2017,Dalton Prout,"CBJ, NJD",D,195.0,103.0,,148.0,150.0,81.0,202.0,211.0,47.0,138.0,228.0,22.0,,214.0,Third Pair,29,405.03333333333,0,2,26,1990-03-13,CAN,CAN,75,215,2010,6,4,154
2016-2017,Damon Severson,NJD,D,145.0,154.0,56.0,,188.0,46.0,89.0,181.0,50.0,53.0,131.0,159.0,,107.0,Second Pair,80,1628.1833333333,3,13,22,1994-08-07,CAN,CAN,74,205,2012,2,30,60
2016-2017,Dan Girardi,NYR,D,194.0,152.0,123.0,52.0,132.0,228.0,194.0,133.0,163.0,184.0,31.0,55.0,,70.0,Second Pair,63,1203.4666666667,4,2,32,1984-04-29,CAN,CAN,73,212,-,-,-,-
2016-2017,Dan Hamhuis,DAL,D,138.0,181.0,65.0,27.0,37.0,166.0,165.0,202.0,187.0,118.0,75.0,128.0,,139.0,Second Pair,79,1529.4333333333,1,7,33,1982-12-13,CAN,CAN,73,204,2001,1,12,12
2016-2017,Danny DeKeyser,DET,D,204.0,70.0,115.0,20.0,197.0,54.0,211.0,102.0,108.0,168.0,113.0,142.0,,120.0,Second Pair,82,1800.15,4,6,26,1990-03-07,USA,USA,75,183,-,-,-,-
2016-2017,Darnell Nurse,EDM,D,60.0,209.0,,156.0,152.0,191.0,33.0,59.0,121.0,208.0,195.0,25.0,,96.0,Third Pair,44,748.75,5,2,21,1995-02-04,CAN,CAN,76,221,2013,1,7,7
2016-2017,David Savard,CBJ,D,29.0,112.0,94.0,56.0,42.0,140.0,80.0,80.0,220.0,92.0,191.0,78.0,,62.0,Second Pair,74,1615.6666666667,6,8,25,1990-10-22,CAN,CAN,73,235,2009,4,3,94
2016-2017,David Schlemko,SJS,D,81.0,7.0,78.0,158.0,117.0,32.0,31.0,118.0,25.0,65.0,48.0,175.0,,76.0,Third Pair,62,1038.2833333333,2,8,29,1987-05-07,CAN,CAN,73,191,-,-,-,-
2016-2017,Dennis Seidenberg,NYI,D,133.0,98.0,,6.0,131.0,182.0,166.0,137.0,144.0,151.0,141.0,41.0,,84.0,Second Pair,73,1418.15,5,5,35,1981-07-18,DEU,DEU,72,199,2001,6,7,172
2016-2017,Dennis Wideman,CGY,D,159.0,171.0,89.0,57.0,174.0,181.0,85.0,72.0,38.0,76.0,62.0,156.0,,63.0,Second Pair,57,1153.0833333333,5,6,33,1983-03-20,CAN,CAN,72,202,2002,8,12,241
2016-2017,Derek Forbort,LAK,D,166.0,84.0,,112.0,133.0,100.0,171.0,210.0,140.0,173.0,125.0,56.0,,110.0,Second Pair,82,1649.5166666667,2,6,24,1992-03-04,USA,USA,76,208,2010,1,15,15
2016-2017,Deryk Engelland,CGY,D,158.0,82.0,,43.0,215.0,172.0,130.0,120.0,171.0,185.0,102.0,54.0,,129.0,Second Pair,81,1484.7166666667,4,6,34,1982-04-03,CAN,CAN,74,212,2000,6,27,194
2016-2017,Dion Phaneuf,OTT,D,90.0,193.0,36.0,36.0,104.0,202.0,48.0,87.0,100.0,41.0,114.0,68.0,,43.0,First Pair,81,1866.3666666667,9,10,31,1985-04-10,CAN,CAN,75,222,2003,1,9,9
2016-2017,Dmitry Kulikov,BUF,D,224.0,79.0,98.0,95.0,208.0,96.0,191.0,194.0,131.0,189.0,153.0,107.0,,137.0,Second Pair,47,1029.4333333333,2,1,25,1990-10-29,RUS,RUS,73,201,2009,1,14,14
2016-2017,Dmitry Orlov,WSH,D,24.0,105.0,90.0,,57.0,85.0,116.0,49.0,67.0,25.0,80.0,85.0,,104.0,Second Pair,82,1601.7833333333,6,19,25,1991-07-23,RUS,RUS,71,214,2009,2,25,55
2016-2017,Dougie Hamilton,CGY,D,3.0,134.0,10.0,130.0,27.0,87.0,3.0,11.0,103.0,16.0,203.0,150.0,,17.0,Second Pair,81,1594.4166666667,13,17,23,1993-06-17,CAN,CAN,78,230,2011,1,9,9
2016-2017,Drew Doughty,LAK,D,61.0,81.0,3.0,87.0,8.0,16.0,52.0,34.0,101.0,37.0,112.0,129.0,,16.0,First Pair,82,2225.8333333333,12,16,26,1989-12-08,CAN,CAN,73,210,2008,1,2,2
2016-2017,Duncan Keith,CHI,D,46.0,165.0,43.0,94.0,58.0,124.0,54.0,68.0,139.0,20.0,85.0,229.0,,14.0,First Pair,80,2049.3333333333,6,19,33,1983-07-16,CAN,CAN,73,192,2002,2,24,54
2016-2017,Dustin Byfuglien,WPG,D,6.0,114.0,28.0,63.0,99.0,78.0,8.0,10.0,94.0,21.0,213.0,50.0,,5.0,First Pair,80,2195.5666666667,13,20,31,1985-03-27,USA,USA,77,260,2003,8,16,245
2016-2017,Dylan DeMelo,SJS,D,96.0,45.0,,,111.0,39.0,102.0,122.0,43.0,66.0,109.0,92.0,,174.0,Third Pair,25,397.31666666667,1,5,23,1993-05-01,CAN,CAN,72,195,2011,6,28,179
2016-2017,Eric Gelinas,COL,D,202.0,60.0,112.0,,222.0,20.0,27.0,197.0,34.0,164.0,217.0,49.0,,212.0,Fringe,27,312.73333333333,0,0,25,1991-05-08,CAN,CAN,76,215,2009,2,24,54
2016-2017,Eric Gryba,EDM,D,93.0,173.0,,151.0,77.0,145.0,132.0,172.0,147.0,177.0,219.0,5.0,,185.0,Third Pair,40,645.58333333333,2,3,28,1988-04-14,CAN,CAN,76,222,2006,3,5,68
2016-2017,Erik Gudbranson,VAN,D,137.0,197.0,122.0,73.0,180.0,159.0,137.0,178.0,135.0,122.0,8.0,37.0,,148.0,Second Pair,30,609.75,1,5,24,1992-01-07,CAN,CAN,77,222,2010,1,3,3
2016-2017,Erik Johnson,COL,D,74.0,92.0,41.0,17.0,164.0,198.0,30.0,46.0,218.0,78.0,22.0,86.0,,19.0,First Pair,46,1015.75,2,7,28,1988-03-21,USA,USA,76,225,2006,1,1,1
2016-2017,Erik Karlsson,OTT,D,2.0,74.0,29.0,125.0,73.0,139.0,10.0,9.0,51.0,3.0,20.0,187.0,,2.0,First Pair,77,2066.4833333333,17,25,26,1990-05-31,SWE,SWE,72,190,2008,1,15,15
2016-2017,Esa Lindell,DAL,D,135.0,192.0,77.0,119.0,116.0,213.0,160.0,90.0,146.0,192.0,110.0,144.0,,106.0,Second Pair,73,1596.5833333333,6,5,22,1994-05-23,FIN,FIN,75,220,2012,3,13,74
2016-2017,Fedor Tyutin,COL,D,226.0,47.0,,78.0,201.0,26.0,229.0,209.0,215.0,226.0,184.0,57.0,,210.0,Second Pair,69,1306.75,1,1,33,1983-07-19,RUS,RUS,74,221,2001,2,10,40
2016-2017,Francois Beauchemin,COL,D,122.0,64.0,59.0,38.0,182.0,164.0,115.0,71.0,189.0,166.0,135.0,162.0,,49.0,Second Pair,81,1742.7666666667,5,8,36,1980-06-04,CAN,CAN,71,208,1998,3,17,75
2016-2017,Fredrik Claesson,OTT,D,28.0,111.0,,,81.0,38.0,168.0,19.0,39.0,45.0,123.0,40.0,,190.0,Third Pair,33,433.18333333333,3,3,23,1992-11-24,SWE,SWE,73,196,2011,5,5,126
2016-2017,Greg Pateryn,"DAL, MTL",D,147.0,59.0,,,121.0,94.0,144.0,188.0,199.0,134.0,166.0,20.0,,140.0,Third Pair,36,555.2,1,1,26,1990-06-20,USA,USA,75,212,2008,5,7,128
2016-2017,Gustav Forsling,CHI,D,140.0,228.0,,,210.0,209.0,70.0,97.0,11.0,175.0,44.0,208.0,,222.0,Third Pair,38,563.11666666667,2,2,20,1996-06-12,SWE,SWE,72,186,2014,5,6,126
2016-2017,Hampus Lindholm,ANA,D,78.0,62.0,30.0,58.0,12.0,18.0,112.0,50.0,155.0,121.0,87.0,145.0,,71.0,First Pair,66,1481.6666666667,6,5,22,1994-01-20,SWE,SWE,76,215,2012,1,6,6
2016-2017,Ian Cole,PIT,D,77.0,33.0,,121.0,26.0,102.0,152.0,151.0,84.0,110.0,187.0,58.0,,86.0,Second Pair,81,1605.4166666667,5,11,27,1989-02-21,USA,USA,73,225,2007,1,18,18
2016-2017,Ivan Provorov,PHI,D,79.0,109.0,75.0,110.0,212.0,101.0,66.0,109.0,200.0,42.0,136.0,135.0,,57.0,Second Pair,82,1802.2,6,15,19,1997-01-13,RUS,RUS,73,201,2015,1,7,7
2016-2017,Jaccob Slavin,CAR,D,108.0,23.0,95.0,99.0,54.0,90.0,173.0,163.0,154.0,82.0,24.0,218.0,,69.0,First Pair,82,1921.9333333333,5,14,22,1994-05-01,USA,USA,75,207,2012,4,29,120
2016-2017,Jack Johnson,CBJ,D,124.0,159.0,96.0,59.0,63.0,161.0,140.0,85.0,224.0,174.0,63.0,118.0,,72.0,Second Pair,82,1789.4333333333,5,6,29,1987-01-13,USA,USA,73,227,2005,1,3,3
2016-2017,Jacob Trouba,WPG,D,25.0,67.0,40.0,71.0,79.0,82.0,39.0,57.0,96.0,63.0,77.0,93.0,,26.0,First Pair,60,1496.6,8,10,22,1994-02-26,USA,USA,75,203,2012,1,9,9
2016-2017,Jake Dotchin,TBL,D,101.0,213.0,,,53.0,117.0,101.0,228.0,8.0,107.0,151.0,30.0,,173.0,Second Pair,35,645.01666666667,0,3,22,1994-03-24,CAN,CAN,75,210,2012,6,10,161
2016-2017,Jake Gardiner,TOR,D,53.0,185.0,55.0,,9.0,121.0,97.0,58.0,91.0,57.0,130.0,154.0,,74.0,Second Pair,82,1765.75,9,14,26,1990-07-04,USA,USA,74,203,2008,1,17,17
2016-2017,Jake McCabe,BUF,D,206.0,166.0,92.0,108.0,189.0,169.0,213.0,150.0,160.0,125.0,49.0,126.0,,149.0,Second Pair,76,1573.5833333333,3,10,22,1993-10-12,USA,USA,73,204,2012,2,14,44
2016-2017,Jake Muzzin,LAK,D,16.0,69.0,13.0,8.0,6.0,22.0,16.0,47.0,82.0,61.0,134.0,60.0,,33.0,First Pair,82,1828.1333333333,9,9,27,1989-02-21,CAN,CAN,75,227,2007,5,20,141
2016-2017,Jakob Chychrun,ARI,D,98.0,218.0,,109.0,229.0,227.0,104.0,26.0,179.0,124.0,207.0,72.0,,108.0,Third Pair,68,1133.3333333333,7,5,18,1998-03-31,USA,USA,74,220,2016,1,16,16
2016-2017,Jakub Kindl,FLA,D,127.0,131.0,111.0,,109.0,68.0,64.0,139.0,45.0,131.0,223.0,95.0,,192.0,Third Pair,39,572.93333333333,0,3,29,1987-02-10,CZE,CZE,75,199,2005,1,19,19
2016-2017,Jamie Oleksiak,DAL,D,123.0,175.0,,,90.0,188.0,169.0,45.0,125.0,211.0,92.0,38.0,,171.0,Third Pair,41,664.63333333333,5,0,23,1992-12-21,CAN,CAN,79,257,2011,1,14,14
2016-2017,Jared Spurgeon,MIN,D,44.0,6.0,22.0,26.0,47.0,9.0,93.0,23.0,86.0,62.0,14.0,200.0,,34.0,First Pair,76,1826.5166666667,10,16,26,1989-11-29,CAN,CAN,69,166,2008,6,5,156
2016-2017,Jason Demers,FLA,D,66.0,102.0,57.0,41.0,64.0,83.0,123.0,35.0,150.0,81.0,183.0,100.0,,88.0,Second Pair,81,1588.4833333333,9,9,28,1988-06-09,CAN,CAN,73,195,2008,7,5,186
2016-2017,Jason Garrison,TBL,D,130.0,58.0,119.0,65.0,155.0,49.0,96.0,155.0,183.0,165.0,90.0,117.0,,128.0,Second Pair,70,1299.4833333333,1,6,31,1984-11-13,CAN,CAN,73,218,-,-,-,-
2016-2017,Jay Bouwmeester,STL,D,167.0,148.0,118.0,66.0,140.0,114.0,158.0,213.0,165.0,159.0,122.0,181.0,,122.0,First Pair,81,1814.8166666667,1,7,32,1983-09-27,CAN,CAN,76,206,2002,1,3,3
2016-2017,Jeff Petry,MTL,D,17.0,104.0,51.0,30.0,23.0,76.0,37.0,55.0,161.0,88.0,98.0,73.0,,58.0,First Pair,80,1769.2,8,11,28,1987-12-09,USA,USA,75,209,2006,2,15,45
2016-2017,Joel Edmundson,STL,D,97.0,108.0,,102.0,142.0,103.0,98.0,189.0,105.0,153.0,208.0,24.0,,166.0,Third Pair,69,1226.0333333333,3,5,23,1993-06-28,CAN,CAN,77,221,2011,2,16,46
2016-2017,John Carlson,WSH,D,4.0,156.0,9.0,46.0,68.0,176.0,18.0,24.0,113.0,10.0,6.0,189.0,,9.0,First Pair,72,1635.1,9,18,26,1990-01-10,USA,USA,75,215,2008,1,27,27
2016-2017,John Klingberg,DAL,D,14.0,212.0,24.0,,5.0,189.0,78.0,18.0,129.0,8.0,71.0,206.0,,24.0,First Pair,80,1868.4666666667,13,21,24,1992-08-14,SWE,SWE,75,190,2010,5,11,131
2016-2017,John Moore,NJD,D,94.0,199.0,62.0,126.0,209.0,158.0,67.0,20.0,59.0,148.0,118.0,114.0,,97.0,Second Pair,63,1195.5166666667,12,4,25,1990-11-19,USA,USA,75,207,2009,1,21,21
2016-2017,John-Michael Liles,BOS,D,154.0,5.0,93.0,157.0,98.0,6.0,125.0,195.0,30.0,97.0,2.0,155.0,,135.0,Third Pair,36,583.53333333333,0,3,35,1980-11-25,USA,USA,70,185,2000,5,29,159
2016-2017,Johnny Boychuk,NYI,D,12.0,115.0,81.0,28.0,50.0,190.0,9.0,40.0,110.0,58.0,40.0,44.0,,23.0,Second Pair,66,1368.25,6,10,32,1984-01-19,CAN,CAN,74,227,2002,2,31,61
2016-2017,Johnny Oduya,"CHI, DAL",D,153.0,51.0,,70.0,102.0,147.0,216.0,153.0,193.0,149.0,59.0,179.0,,111.0,Second Pair,52,950.18333333333,2,3,34,1981-10-01,SWE,SWE,72,191,2001,7,25,221
2016-2017,Jon Merrill,NJD,D,227.0,22.0,114.0,132.0,220.0,15.0,218.0,205.0,106.0,218.0,172.0,151.0,,204.0,Second Pair,51,946.88333333333,1,1,24,1992-02-03,USA,USA,75,204,2010,2,8,38
2016-2017,Jonas Brodin,MIN,D,203.0,9.0,82.0,47.0,190.0,8.0,177.0,166.0,185.0,143.0,69.0,225.0,,114.0,Second Pair,68,1330.6333333333,3,8,23,1993-07-12,SWE,SWE,74,196,2011,1,10,10
2016-2017,Jonathan Ericsson,DET,D,177.0,215.0,,97.0,179.0,129.0,200.0,186.0,148.0,145.0,167.0,69.0,,216.0,Second Pair,51,980.25,1,4,32,1984-03-02,SWE,SWE,76,218,2002,9,31,291
2016-2017,Jordie Benn,"DAL, MTL",D,73.0,120.0,103.0,15.0,18.0,180.0,172.0,112.0,97.0,94.0,99.0,109.0,,119.0,Second Pair,71,1298.3333333333,4,7,29,1987-07-26,CAN,CAN,74,201,-,-,-,-
