Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID,Headshot URL
2016-2017,Brady Skjei,NYR,D,35.0,211.0,106.0,,134.0,168.0,62.0,47.0,17.0,12.0,136.0,50.0,,83.0,Third Pair,80,1397.0166666667,5,13,22,1994-03-26,USA,USA,75,210,2012,1,28,28,8476869.0,https://assets.nhle.com/mugs/nhl/20162017/NYR/8476869.png
2016-2017,Brandon Carlo,BOS,D,148.0,153.0,,30.0,72.0,154.0,192.0,84.0,178.0,193.0,213.0,151.0,,156.0,Second Pair,82,1706.9,6,4,19,1996-11-26,USA,USA,78,218,2015,2,7,37,8478443.0,https://assets.nhle.com/mugs/nhl/20162017/BOS/8478443.png
2016-2017,Brandon Davidson,EDM,D,165.0,31.0,,143.0,160.0,70.0,93.0,195.0,170.0,164.0,188.0,95.0,,148.0,Third Pair,38,597.35,0,2,25,1991-08-21,CAN,CAN,74,204,2010,6,12,162,8475869.0,https://assets.nhle.com/mugs/nhl/20162017/EDM/8475869.png
2016-2017,Brandon Davidson,MTL,D,165.0,31.0,,143.0,160.0,70.0,93.0,195.0,170.0,164.0,188.0,95.0,,148.0,Third Pair,38,597.35,0,2,25,1991-08-21,CAN,CAN,74,204,2010,6,12,162,8475869.0,https://assets.nhle.com/mugs/nhl/20162017/MTL/8475869.png
2016-2017,Brandon Manning,PHI,D,156.0,164.0,,41.0,144.0,137.0,83.0,182.0,112.0,91.0,44.0,57.0,,175.0,Second Pair,65,1173.65,3,4,26,1990-06-04,CAN,CAN,73,205,-,-,-,-,8475430.0,https://assets.nhle.com/mugs/nhl/20162017/PHI/8475430.png
2016-2017,Brandon Montour,ANA,D,75.0,220.0,48.0,,48.0,205.0,51.0,79.0,165.0,89.0,8.0,159.0,,128.0,Third Pair,27,469.28333333333,2,2,22,1994-04-11,CAN,CAN,72,194,2014,2,25,55,8477986.0,https://assets.nhle.com/mugs/nhl/20162017/ANA/8477986.png
2016-2017,Brayden McNabb,LAK,D,67.0,47.0,,,3.0,2.0,114.0,115.0,197.0,22.0,171.0,14.0,,194.0,Third Pair,49,738.2,2,0,25,1991-01-21,CAN,CAN,76,215,2009,3,5,66,8475188.0,https://assets.nhle.com/mugs/nhl/20162017/LAK/8475188.png
2016-2017,Braydon Coburn,TBL,D,106.0,135.0,,21.0,123.0,47.0,61.0,99.0,153.0,194.0,178.0,78.0,,176.0,Third Pair,80,1338.9166666667,5,4,31,1985-02-27,CAN,CAN,77,224,2003,1,8,8,8470601.0,https://assets.nhle.com/mugs/nhl/20162017/TBL/8470601.png
2016-2017,Brendan Smith,DET,D,103.0,146.0,17.0,77.0,102.0,56.0,140.0,113.0,73.0,30.0,169.0,111.0,,155.0,Second Pair,51,980.31666666667,3,6,27,1989-02-08,CAN,CAN,74,200,2007,1,27,27,8474090.0,https://assets.nhle.com/mugs/nhl/20162017/DET/8474090.png
2016-2017,Brendan Smith,NYR,D,103.0,146.0,17.0,77.0,102.0,56.0,140.0,113.0,73.0,30.0,169.0,111.0,,155.0,Second Pair,51,980.31666666667,3,6,27,1989-02-08,CAN,CAN,74,200,2007,1,27,27,8474090.0,https://assets.nhle.com/mugs/nhl/20162017/NYR/8474090.png
2016-2017,Brenden Dillon,SJS,D,118.0,84.0,,89.0,33.0,54.0,94.0,163.0,205.0,44.0,158.0,31.0,,191.0,Third Pair,81,1333.85,2,1,25,1990-11-13,CAN,CAN,76,224,-,-,-,-,8475455.0,https://assets.nhle.com/mugs/nhl/20162017/SJS/8475455.png
2016-2017,Brent Burns,SJS,D,1.0,191.0,2.0,108.0,1.0,153.0,1.0,1.0,2.0,33.0,123.0,157.0,,1.0,First Pair,82,2038.7333333333,29,27,31,1985-03-09,CAN,CAN,77,230,2003,1,20,20,8470613.0,https://assets.nhle.com/mugs/nhl/20162017/SJS/8470613.png
2016-2017,Brent Seabrook,CHI,D,98.0,204.0,26.0,79.0,69.0,193.0,101.0,135.0,120.0,34.0,102.0,98.0,,27.0,Second Pair,79,1729.45,3,16,31,1985-04-20,CAN,CAN,75,220,2003,1,14,14,8470607.0,https://assets.nhle.com/mugs/nhl/20162017/CHI/8470607.png
2016-2017,Brett Pesce,CAR,D,138.0,10.0,,2.0,97.0,37.0,148.0,155.0,114.0,129.0,51.0,199.0,,111.0,Second Pair,82,1738.75,2,7,21,1994-11-15,USA,USA,75,206,2013,3,5,66,8477488.0,https://assets.nhle.com/mugs/nhl/20162017/CAR/8477488.png
2016-2017,Brian Campbell,CHI,D,170.0,142.0,92.0,,89.0,55.0,210.0,148.0,174.0,67.0,41.0,207.0,,140.0,Second Pair,80,1474.3666666667,5,6,37,1979-05-23,CAN,CAN,70,192,1997,6,22,156,8466285.0,https://assets.nhle.com/mugs/nhl/20162017/CHI/8466285.png
2016-2017,Brian Dumoulin,PIT,D,124.0,98.0,,66.0,22.0,101.0,165.0,217.0,111.0,101.0,9.0,106.0,,161.0,Second Pair,70,1438.2333333333,1,7,24,1991-09-06,USA,USA,76,207,2009,2,21,51,8475208.0,https://assets.nhle.com/mugs/nhl/20162017/PIT/8475208.png
2016-2017,Brooks Orpik,WSH,D,99.0,16.0,,23.0,23.0,48.0,156.0,185.0,135.0,52.0,182.0,17.0,,106.0,Third Pair,79,1405.1,0,6,35,1980-09-26,USA,USA,75,217,2000,1,18,18,8468498.0,https://assets.nhle.com/mugs/nhl/20162017/WSH/8468498.png
2016-2017,Calvin de Haan,NYI,D,57.0,39.0,,10.0,38.0,144.0,79.0,151.0,46.0,130.0,60.0,77.0,,63.0,Second Pair,82,1627.55,5,11,25,1991-05-09,CAN,CAN,73,195,2009,1,12,12,8475177.0,https://assets.nhle.com/mugs/nhl/20162017/NYI/8475177.png
2016-2017,Cam Fowler,ANA,D,82.0,154.0,13.0,134.0,37.0,148.0,157.0,119.0,93.0,201.0,75.0,214.0,,34.0,First Pair,80,1987.85,11,12,24,1991-12-05,CAN,USA,74,215,2010,1,12,12,8475764.0,https://assets.nhle.com/mugs/nhl/20162017/ANA/8475764.png
2016-2017,Carl Gunnarsson,STL,D,212.0,2.0,,4.0,174.0,7.0,212.0,204.0,182.0,40.0,6.0,145.0,,204.0,Third Pair,56,761.35,0,3,29,1986-11-09,SWE,SWE,74,198,2007,7,13,194,8474125.0,https://assets.nhle.com/mugs/nhl/20162017/STL/8474125.png
2016-2017,Chad Ruhwedel,PIT,D,71.0,212.0,21.0,138.0,118.0,211.0,117.0,60.0,29.0,166.0,137.0,120.0,,153.0,Third Pair,34,589.43333333333,2,6,26,1990-05-07,USA,USA,71,191,-,-,-,-,8477244.0,https://assets.nhle.com/mugs/nhl/20162017/PIT/8477244.png
2016-2017,Chris Tanev,VAN,D,222.0,22.0,,98.0,214.0,36.0,222.0,200.0,201.0,219.0,18.0,221.0,,120.0,Second Pair,53,1078.2833333333,2,3,26,1989-12-20,CAN,CAN,74,193,-,-,-,-,8475690.0,https://assets.nhle.com/mugs/nhl/20162017/VAN/8475690.png
2016-2017,Chris Wideman,OTT,D,45.0,145.0,83.0,,122.0,131.0,16.0,55.0,74.0,13.0,185.0,107.0,,135.0,Third Pair,76,1060.95,5,8,26,1990-01-07,USA,USA,70,181,2009,4,9,100,8475227.0,https://assets.nhle.com/mugs/nhl/20162017/OTT/8475227.png
2016-2017,Christian Folin,MIN,D,197.0,40.0,,158.0,193.0,59.0,196.0,162.0,95.0,128.0,160.0,65.0,,203.0,Third Pair,51,761.66666666667,2,2,25,1991-02-09,SWE,SWE,75,204,-,-,-,-,8477850.0,https://assets.nhle.com/mugs/nhl/20162017/MIN/8477850.png
2016-2017,Cody Ceci,OTT,D,115.0,139.0,101.0,132.0,186.0,173.0,49.0,73.0,121.0,169.0,92.0,141.0,,66.0,First Pair,79,1833.2,2,6,22,1993-12-21,CAN,CAN,74,210,2012,1,15,15,8476879.0,https://assets.nhle.com/mugs/nhl/20162017/OTT/8476879.png
2016-2017,Cody Franson,BUF,D,123.0,58.0,74.0,155.0,143.0,28.0,75.0,123.0,103.0,137.0,181.0,89.0,,104.0,Second Pair,68,1256.8,3,6,29,1987-08-08,CAN,CAN,77,224,2005,3,18,79,8471742.0,https://assets.nhle.com/mugs/nhl/20162017/BUF/8471742.png
2016-2017,Cody Goloubef,COL,D,175.0,127.0,,83.0,163.0,142.0,145.0,213.0,123.0,216.0,211.0,133.0,,196.0,Third Pair,33,560.65,0,2,26,1989-11-30,CAN,CAN,73,190,2008,2,7,37,8474597.0,https://assets.nhle.com/mugs/nhl/20162017/COL/8474597.png
2016-2017,Colin Miller,BOS,D,32.0,54.0,96.0,,61.0,6.0,33.0,15.0,117.0,4.0,141.0,81.0,,149.0,Third Pair,61,964.76666666667,6,4,23,1992-10-29,CAN,CAN,73,200,2012,5,30,151,8476525.0,https://assets.nhle.com/mugs/nhl/20162017/BOS/8476525.png
2016-2017,Colton Parayko,STL,D,18.0,17.0,45.0,7.0,103.0,26.0,17.0,150.0,1.0,88.0,57.0,140.0,,47.0,Second Pair,81,1716.9666666667,4,17,23,1993-05-12,CAN,CAN,78,228,2012,3,25,86,8476892.0,https://assets.nhle.com/mugs/nhl/20162017/STL/8476892.png
2016-2017,Connor Carrick,TOR,D,100.0,160.0,,,42.0,155.0,85.0,188.0,122.0,37.0,138.0,134.0,,185.0,Third Pair,67,1094.5166666667,2,4,22,1994-04-13,USA,USA,70,198,2012,5,16,137,8476941.0,https://assets.nhle.com/mugs/nhl/20162017/TOR/8476941.png
2016-2017,Connor Murphy,ARI,D,174.0,92.0,,128.0,184.0,159.0,152.0,175.0,96.0,214.0,111.0,25.0,,117.0,Second Pair,77,1476.7333333333,2,7,23,1993-03-26,USA,USA,76,212,2011,1,20,20,8476473.0,https://assets.nhle.com/mugs/nhl/20162017/ARI/8476473.png
2016-2017,Dalton Prout,CBJ,D,188.0,137.0,,163.0,133.0,94.0,206.0,211.0,127.0,42.0,221.0,36.0,,210.0,Third Pair,29,405.03333333333,0,2,26,1990-03-13,CAN,CAN,75,215,2010,6,4,154,8474774.0,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8474774.png
2016-2017,Dalton Prout,NJD,D,188.0,137.0,,163.0,133.0,94.0,206.0,211.0,127.0,42.0,221.0,36.0,,210.0,Third Pair,29,405.03333333333,0,2,26,1990-03-13,CAN,CAN,75,215,2010,6,4,154,8474774.0,https://assets.nhle.com/mugs/nhl/20162017/NJD/8474774.png
2016-2017,Damon Severson,NJD,D,122.0,161.0,76.0,,173.0,44.0,109.0,128.0,62.0,51.0,107.0,156.0,,102.0,Second Pair,80,1628.1833333333,3,13,22,1994-08-07,CAN,CAN,74,205,2012,2,30,60,8476923.0,https://assets.nhle.com/mugs/nhl/20162017/NJD/8476923.png
2016-2017,Dan Girardi,NYR,D,182.0,95.0,,94.0,109.0,219.0,187.0,198.0,163.0,154.0,63.0,49.0,,70.0,Second Pair,63,1203.4666666667,4,2,32,1984-04-29,CAN,CAN,73,212,-,-,-,-,8471958.0,https://assets.nhle.com/mugs/nhl/20162017/NYR/8471958.png
2016-2017,Dan Hamhuis,DAL,D,97.0,176.0,104.0,53.0,19.0,162.0,167.0,210.0,99.0,187.0,79.0,135.0,,141.0,Second Pair,79,1529.4333333333,1,7,33,1982-12-13,CAN,CAN,73,204,2001,1,12,12,8469465.0,https://assets.nhle.com/mugs/nhl/20162017/DAL/8469465.png
2016-2017,Danny DeKeyser,DET,D,206.0,69.0,,54.0,195.0,75.0,197.0,120.0,175.0,118.0,115.0,150.0,,116.0,Second Pair,82,1800.15,4,6,26,1990-03-07,USA,USA,75,183,-,-,-,-,8477215.0,https://assets.nhle.com/mugs/nhl/20162017/DET/8477215.png
2016-2017,Darnell Nurse,EDM,D,55.0,209.0,,151.0,125.0,196.0,7.0,13.0,207.0,96.0,174.0,23.0,,93.0,Third Pair,44,748.75,5,2,21,1995-02-04,CAN,CAN,76,221,2013,1,7,7,8477498.0,https://assets.nhle.com/mugs/nhl/20162017/EDM/8477498.png
2016-2017,David Savard,CBJ,D,21.0,81.0,,86.0,25.0,121.0,38.0,43.0,43.0,215.0,183.0,76.0,,61.0,Second Pair,74,1615.6666666667,6,8,25,1990-10-22,CAN,CAN,73,235,2009,4,3,94,8475233.0,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8475233.png
2016-2017,David Schlemko,SJS,D,59.0,11.0,31.0,,94.0,31.0,34.0,145.0,56.0,28.0,53.0,173.0,,72.0,Third Pair,62,1038.2833333333,2,8,29,1987-05-07,CAN,CAN,73,191,-,-,-,-,8473673.0,https://assets.nhle.com/mugs/nhl/20162017/SJS/8473673.png
2016-2017,Dennis Seidenberg,NYI,D,119.0,76.0,,18.0,117.0,182.0,154.0,96.0,97.0,150.0,149.0,40.0,,84.0,Second Pair,73,1418.15,5,5,35,1981-07-18,DEU,DEU,72,199,2001,6,7,172,8469619.0,https://assets.nhle.com/mugs/nhl/20162017/NYI/8469619.png
2016-2017,Dennis Wideman,CGY,D,149.0,169.0,25.0,82.0,151.0,160.0,129.0,126.0,157.0,47.0,70.0,155.0,,65.0,Second Pair,57,1153.0833333333,5,6,33,1983-03-20,CAN,CAN,72,202,2002,8,12,241,8469770.0,https://assets.nhle.com/mugs/nhl/20162017/CGY/8469770.png
2016-2017,Derek Forbort,LAK,D,162.0,99.0,,38.0,158.0,93.0,150.0,181.0,116.0,105.0,117.0,61.0,,107.0,Second Pair,82,1649.5166666667,2,6,24,1992-03-04,USA,USA,76,208,2010,1,15,15,8475762.0,https://assets.nhle.com/mugs/nhl/20162017/LAK/8475762.png
2016-2017,Deryk Engelland,CGY,D,152.0,72.0,,95.0,204.0,152.0,69.0,83.0,139.0,176.0,95.0,43.0,,124.0,Second Pair,81,1484.7166666667,4,6,34,1982-04-03,CAN,CAN,74,212,2000,6,27,194,8468674.0,https://assets.nhle.com/mugs/nhl/20162017/CGY/8468674.png
2016-2017,Dion Phaneuf,OTT,D,93.0,181.0,39.0,74.0,108.0,191.0,56.0,133.0,125.0,107.0,148.0,52.0,,41.0,First Pair,81,1866.3666666667,9,10,31,1985-04-10,CAN,CAN,75,222,2003,1,9,9,8470602.0,https://assets.nhle.com/mugs/nhl/20162017/OTT/8470602.png
2016-2017,Dmitry Kulikov,BUF,D,218.0,88.0,58.0,152.0,203.0,108.0,203.0,197.0,215.0,126.0,172.0,100.0,,142.0,Second Pair,47,1029.4333333333,2,1,25,1990-10-29,RUS,RUS,73,201,2009,1,14,14,8475179.0,https://assets.nhle.com/mugs/nhl/20162017/BUF/8475179.png
2016-2017,Dmitry Orlov,WSH,D,26.0,85.0,67.0,,68.0,74.0,98.0,28.0,13.0,59.0,69.0,86.0,,96.0,Second Pair,82,1601.7833333333,6,19,25,1991-07-23,RUS,RUS,71,214,2009,2,25,55,8475200.0,https://assets.nhle.com/mugs/nhl/20162017/WSH/8475200.png
2016-2017,Dougie Hamilton,CGY,D,2.0,134.0,11.0,36.0,21.0,69.0,2.0,6.0,19.0,113.0,192.0,149.0,,15.0,Second Pair,81,1594.4166666667,13,17,23,1993-06-17,CAN,CAN,78,230,2011,1,9,9,8476462.0,https://assets.nhle.com/mugs/nhl/20162017/CGY/8476462.png
2016-2017,Drew Doughty,LAK,D,69.0,104.0,5.0,133.0,20.0,9.0,96.0,90.0,144.0,114.0,105.0,119.0,,18.0,First Pair,82,2225.8333333333,12,16,26,1989-12-08,CAN,CAN,73,210,2008,1,2,2,8474563.0,https://assets.nhle.com/mugs/nhl/20162017/LAK/8474563.png
2016-2017,Duncan Keith,CHI,D,50.0,162.0,63.0,150.0,75.0,104.0,57.0,87.0,55.0,139.0,93.0,223.0,,16.0,First Pair,80,2049.3333333333,6,19,33,1983-07-16,CAN,CAN,73,192,2002,2,24,54,8470281.0,https://assets.nhle.com/mugs/nhl/20162017/CHI/8470281.png
2016-2017,Dustin Byfuglien,WPG,D,7.0,100.0,28.0,110.0,67.0,71.0,11.0,2.0,40.0,108.0,199.0,56.0,,6.0,First Pair,80,2195.5666666667,13,20,31,1985-03-27,USA,USA,77,260,2003,8,16,245,8470834.0,https://assets.nhle.com/mugs/nhl/20162017/WPG/8470834.png
2016-2017,Dylan DeMelo,SJS,D,60.0,49.0,80.0,,113.0,51.0,102.0,152.0,14.0,38.0,68.0,83.0,,160.0,Third Pair,25,397.31666666667,1,5,23,1993-05-01,CAN,CAN,72,195,2011,6,28,179,8476331.0,https://assets.nhle.com/mugs/nhl/20162017/SJS/8476331.png
2016-2017,Eric Gelinas,COL,D,205.0,70.0,,,219.0,23.0,24.0,207.0,206.0,49.0,209.0,46.0,,213.0,Fringe,27,312.73333333333,0,0,25,1991-05-08,CAN,CAN,76,215,2009,2,24,54,8475199.0,https://assets.nhle.com/mugs/nhl/20162017/COL/8475199.png
2016-2017,Eric Gryba,EDM,D,81.0,174.0,,142.0,71.0,133.0,77.0,111.0,138.0,140.0,210.0,6.0,,180.0,Third Pair,40,645.58333333333,2,3,28,1988-04-14,CAN,CAN,76,222,2006,3,5,68,8473468.0,https://assets.nhle.com/mugs/nhl/20162017/EDM/8473468.png
2016-2017,Erik Gudbranson,VAN,D,108.0,193.0,,125.0,161.0,169.0,115.0,146.0,30.0,124.0,36.0,28.0,,138.0,Second Pair,30,609.75,1,5,24,1992-01-07,CAN,CAN,77,222,2010,1,3,3,8475790.0,https://assets.nhle.com/mugs/nhl/20162017/VAN/8475790.png
2016-2017,Erik Johnson,COL,D,84.0,62.0,57.0,58.0,135.0,188.0,26.0,64.0,188.0,209.0,16.0,79.0,,20.0,First Pair,46,1015.75,2,7,28,1988-03-21,USA,USA,76,225,2006,1,1,1,8473446.0,https://assets.nhle.com/mugs/nhl/20162017/COL/8473446.png
2016-2017,Erik Karlsson,OTT,D,3.0,55.0,34.0,106.0,63.0,134.0,15.0,3.0,7.0,53.0,24.0,181.0,,2.0,First Pair,77,2066.4833333333,17,25,26,1990-05-31,SWE,SWE,72,190,2008,1,15,15,8474578.0,https://assets.nhle.com/mugs/nhl/20162017/OTT/8474578.png
2016-2017,Esa Lindell,DAL,D,147.0,173.0,102.0,161.0,128.0,210.0,168.0,72.0,154.0,110.0,47.0,127.0,,103.0,Second Pair,73,1596.5833333333,6,5,22,1994-05-23,FIN,FIN,75,220,2012,3,13,74,8476902.0,https://assets.nhle.com/mugs/nhl/20162017/DAL/8476902.png
2016-2017,Fedor Tyutin,COL,D,223.0,53.0,,129.0,197.0,33.0,223.0,199.0,218.0,212.0,165.0,62.0,,206.0,Second Pair,69,1306.75,1,1,33,1983-07-19,RUS,RUS,74,221,2001,2,10,40,8469492.0,https://assets.nhle.com/mugs/nhl/20162017/COL/8469492.png
2016-2017,Francois Beauchemin,COL,D,135.0,52.0,90.0,73.0,185.0,156.0,80.0,48.0,177.0,188.0,140.0,158.0,,55.0,Second Pair,81,1742.7666666667,5,8,36,1980-06-04,CAN,CAN,71,208,1998,3,17,75,8467400.0,https://assets.nhle.com/mugs/nhl/20162017/COL/8467400.png
2016-2017,Fredrik Claesson,OTT,D,44.0,119.0,,,82.0,29.0,194.0,7.0,12.0,26.0,77.0,35.0,,190.0,Third Pair,33,433.18333333333,3,3,23,1992-11-24,SWE,SWE,73,196,2011,5,5,126,8476368.0,https://assets.nhle.com/mugs/nhl/20162017/OTT/8476368.png
