Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2024-2025,Aleksander Barkov,FLA,F,44.0,5.0,20.0,76.0,19.0,8.0,190.0,249.0,10.0,165.0,195.0,204.0,27.0,26.0,First Line,67,1357.2833333333,20,51,71,19.44,59.42,58.35,28,1995-09-02,FIN,FIN,75,215,2013,1,2,8477493.0
2024-2025,Alex DeBrincat,DET,F,67.0,280.0,25.0,,178.0,310.0,39.0,50.0,131.0,152.0,37.0,345.0,,46.0,Second Line,82,1465.4333333333,39,31,70,31.96,52.17,50.47,26,1997-12-18,USA,USA,68,178,2016,2,39,8479337.0
2024-2025,Alex Iafallo,WPG,F,282.0,2.0,89.0,112.0,246.0,17.0,278.0,277.0,268.0,290.0,229.0,298.0,,241.0,Fourth Line,82,1089.05,15,16,31,14.68,65.45,56.5,30,1993-12-21,USA,USA,72,200,-,-,-,8480113.0
2024-2025,Alex Killorn,ANA,F,206.0,392.0,265.0,113.0,206.0,278.0,257.0,177.0,217.0,151.0,396.0,237.0,,190.0,Second Line,82,1416.6333333333,19,18,37,14.53,53.09,49.31,34,1989-09-14,CAN,CAN,73,194,2007,3,77,8473986.0
2024-2025,Alex Laferriere,LAK,F,49.0,90.0,191.0,,128.0,50.0,43.0,86.0,49.0,209.0,192.0,163.0,,167.0,Second Line,77,1272.95,19,23,42,23.98,64.71,56.9,22,2001-10-28,USA,USA,72,173,2020,3,83,8482155.0
2024-2025,Alex Newhook,MTL,F,296.0,372.0,264.0,,242.0,396.0,346.0,148.0,367.0,98.0,275.0,250.0,163.0,252.0,Third Line,82,1240.8333333333,15,11,26,17.11,37.89,46.38,23,2001-01-28,CAN,CAN,70,190,2019,1,16,8481618.0
2024-2025,Alex Ovechkin,WSH,F,16.0,428.0,84.0,,129.0,400.0,19.0,6.0,36.0,1.0,342.0,131.0,,11.0,Second Line,65,1152.0833333333,44,29,73,27.28,59.04,45.4,38,1985-09-17,RUS,RUS,75,238,2004,1,1,8471214.0
2024-2025,Alex Tuch,BUF,F,71.0,104.0,198.0,50.0,142.0,350.0,92.0,19.0,140.0,75.0,313.0,284.0,,38.0,First Line,82,1578.85,36,31,67,30.44,56.12,48.39,28,1996-05-10,USA,USA,76,219,2014,1,18,8477949.0
2024-2025,Alex Turcotte,LAK,F,143.0,86.0,259.0,,139.0,31.0,284.0,202.0,33.0,307.0,395.0,273.0,,314.0,Fourth Line,68,798.1,9,16,25,11.4,56.90,56.19,23,2001-02-26,USA,USA,71,185,2019,1,5,8481532.0
2024-2025,Alexander Holtz,VGK,F,284.0,366.0,,,289.0,207.0,139.0,287.0,314.0,80.0,279.0,276.0,,359.0,Fourth Line,53,614.0,4,8,12,8.45,46.34,48.59,22,2002-01-23,SWE,SWE,72,195,2020,1,7,8482125.0
2024-2025,Alexander Kerfoot,UTA,F,233.0,122.0,,160.0,145.0,147.0,361.0,313.0,139.0,318.0,82.0,285.0,71.0,246.0,Third Line,81,1235.5333333333,11,17,28,14.71,44.78,54.95,30,1994-08-11,CAN,CAN,71,186,2012,5,150,8477021.0
2024-2025,Alexander Wennberg,SJS,F,397.0,43.0,225.0,165.0,273.0,286.0,436.0,422.0,282.0,323.0,58.0,388.0,128.0,240.0,First Line,77,1452.0,10,25,35,10.72,45.88,43.37,29,1994-09-22,SWE,SWE,74,190,2013,1,14,8477505.0
2024-2025,Alexandre Texier,STL,F,255.0,329.0,18.0,,346.0,373.0,130.0,178.0,278.0,212.0,369.0,281.0,,274.0,Fourth Line,31,387.11666666667,6,5,11,5.3,44.83,43.6,24,1999-09-13,FRA,FRA,73,186,2017,2,45,8480074.0
2024-2025,Alexey Toropchenko,STL,F,380.0,42.0,,62.0,421.0,111.0,265.0,351.0,308.0,389.0,272.0,49.0,,340.0,Fourth Line,80,999.4,4,14,18,10.03,51.02,47.51,25,1999-06-25,RUS,RUS,78,222,2017,4,113,8480281.0
2024-2025,Alexis Lafrenière,NYR,F,98.0,272.0,215.0,,53.0,280.0,146.0,135.0,108.0,27.0,200.0,201.0,,154.0,Second Line,82,1394.45,17,28,45,16.97,48.82,49.12,22,2001-10-11,CAN,CAN,73,195,2020,1,1,8482109.0
2024-2025,Aliaksei Protas,WSH,F,91.0,222.0,,12.0,130.0,178.0,192.0,112.0,32.0,204.0,121.0,405.0,,144.0,Second Line,76,1250.6666666667,30,36,66,20.5,61.61,51.22,23,2001-01-06,BLR,BLR,78,225,2019,3,91,8481656.0
2024-2025,Anders Lee,NYI,F,35.0,306.0,115.0,,40.0,290.0,49.0,26.0,176.0,158.0,334.0,153.0,,105.0,Second Line,82,1398.95,29,25,54,38.05,58.25,53.47,34,1990-07-03,USA,USA,75,235,2009,6,152,8475314.0
2024-2025,Andre Burakovsky,SEA,F,280.0,271.0,154.0,,276.0,345.0,241.0,346.0,203.0,161.0,140.0,399.0,,233.0,Third Line,79,1139.3666666667,10,27,37,11.18,50.00,44.28,29,1995-02-09,AUT,SWE,75,209,2013,1,23,8477444.0
2024-2025,Andrei Kuzmenko,LAK,F,203.0,195.0,108.0,,117.0,108.0,378.0,175.0,177.0,44.0,26.0,421.0,,187.0,Second Line,66,1031.5833333333,11,26,37,12.1,49.30,52.44,28,1996-02-04,RUS,RUS,71,194,-,-,-,8483808.0
2024-2025,Andrei Svechnikov,CAR,F,43.0,391.0,62.0,,11.0,161.0,61.0,254.0,28.0,63.0,376.0,91.0,,90.0,Second Line,72,1232.1833333333,20,28,48,26.81,43.90,52.45,24,2000-03-26,RUS,RUS,74,195,2018,1,2,8480830.0
2024-2025,Andrew Copp,DET,F,337.0,225.0,,143.0,338.0,272.0,394.0,340.0,201.0,266.0,323.0,420.0,61.0,258.0,Third Line,56,823.33333333333,10,13,23,11.23,50.94,46.95,30,1994-07-08,USA,USA,73,199,2013,4,104,8477429.0
2024-2025,Andrew Mangiapane,WSH,F,223.0,160.0,241.0,,140.0,76.0,299.0,225.0,216.0,299.0,182.0,225.0,,266.0,Fourth Line,81,1055.1333333333,14,14,28,14.08,50.91,53.37,28,1996-04-04,CAN,CAN,70,184,2015,6,166,8478233.0
2024-2025,Anthony Beauvillier,WSH,F,193.0,127.0,,,211.0,228.0,85.0,172.0,349.0,226.0,92.0,164.0,,259.0,Fourth Line,81,1042.8,15,10,25,17.61,50.63,52.76,27,1997-06-08,CAN,CAN,71,180,2015,1,28,8478463.0
2024-2025,Anthony Cirelli,TBL,F,173.0,58.0,157.0,107.0,41.0,88.0,254.0,169.0,252.0,375.0,68.0,387.0,83.0,110.0,First Line,80,1495.2333333333,27,32,59,26.72,59.00,59.53,27,1997-07-15,CAN,CAN,72,189,2015,3,72,8478519.0
2024-2025,Anthony Duclair,NYI,F,279.0,415.0,185.0,,119.0,409.0,326.0,250.0,360.0,236.0,91.0,323.0,,269.0,Third Line,44,661.83333333333,7,4,11,7.04,38.64,49.44,29,1995-08-26,CAN,CAN,71,197,2013,3,80,8477407.0
2024-2025,Anton Lundell,FLA,F,139.0,40.0,152.0,13.0,138.0,21.0,113.0,248.0,86.0,95.0,276.0,209.0,44.0,159.0,Second Line,79,1320.2833333333,17,28,45,18.49,60.27,54.48,22,2001-10-03,FIN,FIN,73,185,2020,1,12,8482113.0
2024-2025,Anze Kopitar,LAK,F,230.0,77.0,138.0,131.0,143.0,127.0,410.0,155.0,196.0,263.0,80.0,406.0,11.0,101.0,First Line,81,1535.4166666667,21,46,67,14.87,58.95,50.64,37,1987-08-24,SVN,SVN,75,225,2005,1,11,8471685.0
2024-2025,Artemi Panarin,NYR,F,24.0,413.0,15.0,,32.0,204.0,59.0,13.0,74.0,17.0,112.0,430.0,,10.0,First Line,80,1574.65,37,52,89,26.33,52.85,50.82,32,1991-10-30,RUS,RUS,72,173,-,-,-,8478550.0
2024-2025,Artturi Lehkonen,COL,F,100.0,169.0,188.0,29.0,15.0,92.0,221.0,60.0,295.0,45.0,374.0,337.0,,100.0,First Line,69,1406.3333333333,27,18,45,26.68,62.75,55.39,29,1995-07-04,FIN,FIN,71,179,2013,2,55,8477476.0
2024-2025,Auston Matthews,TOR,F,4.0,28.0,6.0,151.0,34.0,169.0,2.0,3.0,12.0,88.0,94.0,300.0,15.0,2.0,First Line,67,1371.6333333333,33,45,78,37.49,57.95,53.2,26,1997-09-17,USA,USA,75,208,2016,1,1,8479318.0
2024-2025,Barclay Goodrow,SJS,F,426.0,298.0,,92.0,403.0,422.0,415.0,420.0,418.0,390.0,422.0,77.0,72.0,391.0,Third Line,77,1061.3333333333,5,3,8,9.54,21.54,38.4,31,1993-02-26,CAN,CAN,74,204,-,-,-,8476624.0
2024-2025,Barrett Hayton,UTA,F,166.0,97.0,116.0,111.0,37.0,69.0,184.0,235.0,262.0,237.0,76.0,372.0,70.0,185.0,Second Line,82,1320.3166666667,20,26,46,28.69,50.65,57.89,24,2000-06-09,CAN,CAN,73,207,2018,1,5,8480849.0
2024-2025,Beck Malenstyn,BUF,F,389.0,101.0,,24.0,429.0,252.0,285.0,391.0,287.0,425.0,157.0,31.0,,379.0,Fourth Line,76,800.35,4,6,10,6.61,36.17,44.68,26,1998-02-04,CAN,CAN,75,200,2016,5,145,8479359.0
2024-2025,Ben Jones,MIN,F,432.0,368.0,,,433.0,399.0,131.0,439.0,436.0,346.0,43.0,40.0,,435.0,Fringe,26,217.93333333333,0,0,0,2.4,33.33,41.92,25,1999-02-26,CAN,CAN,72,187,2017,7,189,8480259.0
2024-2025,Blake Coleman,CGY,F,106.0,165.0,172.0,114.0,69.0,182.0,56.0,229.0,151.0,415.0,307.0,140.0,,121.0,Second Line,82,1450.15,15,24,39,26.14,48.10,53.25,32,1991-11-28,USA,USA,71,199,2011,3,75,8476399.0
2024-2025,Blake Lizotte,PIT,F,341.0,184.0,,68.0,356.0,112.0,384.0,274.0,281.0,423.0,404.0,196.0,78.0,336.0,Fourth Line,59,750.63333333333,11,9,20,6.11,44.68,43.47,26,1997-12-13,USA,USA,69,170,-,-,-,8481481.0
2024-2025,Bo Horvat,NYI,F,61.0,373.0,111.0,169.0,50.0,298.0,73.0,110.0,69.0,150.0,206.0,262.0,16.0,59.0,First Line,81,1634.05,28,29,57,29.43,55.00,51.34,29,1995-04-05,CAN,CAN,72,215,2013,1,9,8477500.0
2024-2025,Bobby Brink,PHI,F,265.0,235.0,266.0,,313.0,184.0,377.0,286.0,100.0,341.0,149.0,219.0,,250.0,Third Line,79,1171.6333333333,12,29,41,13.3,46.81,51.35,23,2001-07-08,USA,USA,68,166,2019,2,34,8481553.0
2024-2025,Bobby McMann,TOR,F,99.0,206.0,216.0,,267.0,227.0,14.0,38.0,276.0,298.0,365.0,94.0,,181.0,Third Line,74,1072.75,20,14,34,15.91,60.00,48.59,28,1996-06-15,CAN,CAN,74,208,-,-,-,8482259.0
2024-2025,Boone Jenner,CBJ,F,65.0,316.0,105.0,163.0,92.0,384.0,80.0,78.0,88.0,180.0,59.0,152.0,57.0,75.0,Second Line,26,467.63333333333,7,12,19,11.4,59.52,51.52,31,1993-06-15,CAN,CAN,74,203,2011,2,37,8476432.0
2024-2025,Brad Marchand,FLA,F,137.0,401.0,87.0,3.0,110.0,307.0,115.0,145.0,186.0,168.0,115.0,213.0,,80.0,First Line,71,1301.0166666667,23,28,51,29.56,47.76,48.66,36,1988-05-11,CAN,CAN,69,176,2006,3,71,8473419.0
2024-2025,Brady Tkachuk,OTT,F,7.0,216.0,22.0,,33.0,208.0,1.0,57.0,30.0,101.0,310.0,43.0,98.0,19.0,First Line,72,1313.1,29,26,55,35.97,48.65,55.54,24,1999-09-16,USA,USA,76,221,2018,1,4,8480801.0
2024-2025,Brandon Duhaime,WSH,F,336.0,124.0,,110.0,350.0,206.0,253.0,307.0,332.0,435.0,243.0,46.0,,364.0,Fourth Line,82,1094.1833333333,9,12,21,12.69,48.33,49.2,27,1997-05-22,USA,USA,74,200,2016,4,106,8479520.0
2024-2025,Brandon Hagel,TBL,F,21.0,191.0,182.0,81.0,51.0,110.0,94.0,44.0,14.0,301.0,166.0,325.0,,35.0,First Line,82,1700.95,35,55,90,30.51,60.00,57.41,26,1998-08-27,CAN,CAN,74,179,2016,6,159,8479542.0
2024-2025,Brandon Saad,VGK,F,190.0,369.0,,,215.0,337.0,166.0,85.0,327.0,243.0,129.0,428.0,,222.0,Third Line,72,1066.9333333333,13,17,30,15.62,46.99,53.5,31,1992-10-27,USA,USA,73,215,2011,2,43,8476438.0
2024-2025,Brandon Tanev,WPG,F,324.0,52.0,,130.0,329.0,239.0,258.0,290.0,323.0,249.0,151.0,79.0,,276.0,Fourth Line,79,1044.9166666667,10,12,22,12.64,39.06,47.97,32,1991-12-31,CAN,CAN,72,189,-,-,-,8479293.0
2024-2025,Brayden Point,TBL,F,64.0,319.0,19.0,,47.0,379.0,188.0,16.0,179.0,38.0,44.0,426.0,132.0,21.0,First Line,77,1499.9,42,40,82,29.5,61.02,49.58,28,1996-03-13,CAN,CAN,71,180,2014,3,79,8478010.0
2024-2025,Brayden Schenn,STL,F,309.0,323.0,140.0,,311.0,377.0,351.0,332.0,185.0,268.0,394.0,101.0,88.0,138.0,Second Line,82,1440.0,18,32,50,19.51,53.54,47.14,33,1991-08-22,CAN,CAN,73,199,2009,1,5,8475170.0
2024-2025,Brendan Gallagher,MTL,F,81.0,333.0,243.0,,137.0,332.0,51.0,75.0,127.0,342.0,289.0,218.0,,200.0,Third Line,82,1140.9833333333,21,17,38,25.9,48.15,52.17,32,1992-05-06,CAN,CAN,69,186,2010,5,147,8475848.0
2024-2025,Brett Berard,NYR,F,140.0,388.0,,,321.0,414.0,28.0,61.0,285.0,123.0,28.0,121.0,,280.0,Fourth Line,35,375.01666666667,6,4,10,4.77,41.94,45.41,21,2002-09-09,USA,,69,174,2020,5,134,8482132.0
2024-2025,Brett Howden,VGK,F,292.0,150.0,,124.0,280.0,281.0,272.0,176.0,333.0,244.0,312.0,159.0,80.0,248.0,Third Line,80,1189.0333333333,23,17,40,16.14,51.09,50.39,26,1998-03-29,CAN,CAN,74,203,2016,1,27,8479353.0
2024-2025,Brett Leason,ANA,F,376.0,380.0,,126.0,416.0,423.0,261.0,348.0,317.0,387.0,379.0,186.0,,313.0,Fourth Line,62,804.83333333333,5,12,17,9.04,47.92,40.67,25,1999-04-30,CAN,CAN,77,218,2019,2,56,8481517.0
2024-2025,Brock Boeser,VAN,F,246.0,202.0,68.0,,247.0,244.0,275.0,119.0,302.0,129.0,251.0,280.0,,95.0,First Line,75,1362.1,25,25,50,18.7,46.75,46.9,27,1997-02-25,USA,USA,73,208,2015,1,23,8478444.0
2024-2025,Brock McGinn,ANA,F,293.0,190.0,,89.0,354.0,428.0,295.0,94.0,348.0,405.0,1.0,60.0,,291.0,Fourth Line,26,304.41666666667,4,4,8,4.22,50.00,43.31,30,1994-02-02,CAN,CAN,72,187,2012,2,47,8476934.0
2024-2025,Brock Nelson,COL,F,51.0,262.0,155.0,148.0,121.0,342.0,106.0,40.0,54.0,92.0,108.0,391.0,103.0,77.0,First Line,80,1513.0,26,30,56,22.57,57.73,50.72,32,1991-10-15,USA,USA,76,210,2010,1,30,8475754.0
2024-2025,Bryan Rust,PIT,F,14.0,418.0,66.0,133.0,14.0,426.0,47.0,14.0,66.0,15.0,237.0,283.0,,36.0,First Line,71,1402.3,31,34,65,26.32,46.72,49.71,32,1992-05-11,USA,USA,71,192,2010,3,80,8475810.0
2024-2025,Cam Atkinson,TBL,F,218.0,359.0,,,368.0,376.0,54.0,256.0,120.0,66.0,246.0,333.0,,310.0,Fringe,39,350.71666666667,4,5,9,4.18,44.83,38.31,35,1989-06-05,USA,USA,68,176,2008,6,157,8474715.0
2024-2025,Carl Grundstrom,SJS,F,141.0,346.0,,,240.0,216.0,10.0,265.0,207.0,224.0,393.0,25.0,,346.0,Fourth Line,56,537.4,3,6,9,7.74,27.27,49.96,26,1997-12-01,SWE,SWE,72,195,2016,2,57,8479336.0
2024-2025,Carter Verhaeghe,FLA,F,20.0,213.0,35.0,,25.0,68.0,26.0,56.0,97.0,109.0,377.0,259.0,,63.0,Second Line,81,1447.4,20,33,53,28.42,52.53,56.49,29,1995-08-14,CAN,CAN,74,180,2013,3,82,8477409.0
2024-2025,Casey Cizikas,NYI,F,352.0,70.0,,75.0,347.0,186.0,304.0,358.0,343.0,406.0,217.0,70.0,32.0,321.0,Fourth Line,82,1069.3333333333,7,10,17,13.38,38.46,49.05,33,1991-02-27,CAN,CAN,71,190,2009,4,92,8475231.0
2024-2025,Casey Mittelstadt,BOS,F,332.0,318.0,218.0,,259.0,230.0,417.0,322.0,249.0,105.0,355.0,413.0,172.0,204.0,Second Line,81,1382.1666666667,15,25,40,13.08,43.69,43.02,25,1998-11-22,USA,USA,73,195,2017,1,8,8479999.0
2024-2025,Chandler Stephenson,SEA,F,371.0,383.0,248.0,144.0,279.0,419.0,435.0,370.0,255.0,239.0,118.0,381.0,53.0,177.0,First Line,78,1521.7333333333,13,38,51,8.24,45.45,39.25,30,1994-04-22,CAN,CAN,72,209,2012,3,77,8476905.0
2024-2025,Charlie Coyle,CBJ,F,249.0,196.0,228.0,100.0,190.0,352.0,334.0,153.0,257.0,378.0,137.0,191.0,74.0,180.0,Second Line,83,1410.1166666667,17,18,35,16.18,46.43,49.99,32,1992-03-02,USA,USA,75,223,2010,1,28,8475745.0
2024-2025,Chris Kreider,NYR,F,253.0,376.0,45.0,132.0,194.0,341.0,142.0,164.0,396.0,154.0,397.0,182.0,,106.0,Second Line,68,1139.2833333333,22,8,30,23.98,50.82,47.34,33,1991-04-30,USA,USA,75,230,2009,1,19,8475184.0
2024-2025,Chris Wagner,COL,F,326.0,123.0,,,424.0,318.0,22.0,353.0,346.0,411.0,27.0,15.0,174.0,429.0,Fringe,28,198.66666666667,1,0,1,3.07,10.00,42.89,33,1991-05-27,USA,USA,72,192,2010,5,122,
2024-2025,Christian Dvorak,MTL,F,305.0,377.0,,136.0,288.0,410.0,364.0,303.0,230.0,402.0,194.0,360.0,21.0,264.0,Third Line,82,1249.9833333333,12,21,33,15.09,44.16,48.74,28,1996-02-02,USA,USA,73,193,2014,2,58,8477989.0
2024-2025,Christian Fischer,CBJ,F,412.0,344.0,,,412.0,362.0,387.0,424.0,319.0,336.0,55.0,81.0,,407.0,Fourth Line,46,511.25,1,6,7,3.66,37.93,37.2,27,1997-04-15,USA,USA,74,212,2015,2,32,8478432.0
2024-2025,Claude Giroux,OTT,F,232.0,236.0,112.0,150.0,74.0,200.0,270.0,308.0,265.0,81.0,109.0,319.0,20.0,122.0,First Line,81,1474.6333333333,15,35,50,13.73,48.05,48.54,36,1988-01-12,CAN,CAN,71,190,2006,1,22,8473512.0
2024-2025,Clayton Keller,UTA,F,78.0,254.0,106.0,,141.0,164.0,87.0,109.0,50.0,102.0,36.0,433.0,,25.0,First Line,81,1548.5666666667,30,60,90,27.38,54.55,53.38,26,1998-07-29,USA,USA,70,178,2016,1,7,8479343.0
2024-2025,Cody Glass,NJD,F,192.0,100.0,,72.0,147.0,141.0,177.0,325.0,168.0,264.0,238.0,245.0,73.0,272.0,Third Line,65,887.61666666667,6,16,22,10.75,46.55,56.29,25,1999-04-01,CAN,CAN,75,206,2017,1,6,8479996.0
2024-2025,Cole Caufield,MTL,F,17.0,406.0,162.0,,166.0,406.0,15.0,7.0,34.0,68.0,42.0,331.0,,43.0,First Line,82,1482.2333333333,37,33,70,29.11,58.04,47.71,23,2001-01-02,USA,USA,67,174,2019,1,15,8481540.0
2024-2025,Cole Koepke,BOS,F,358.0,186.0,,,434.0,98.0,227.0,183.0,345.0,420.0,148.0,42.0,,377.0,Fourth Line,73,820.96666666667,10,7,17,9.97,50.00,47.76,26,1998-05-17,USA,USA,73,196,2018,6,183,8481043.0
2024-2025,Cole Perfetti,WPG,F,165.0,48.0,125.0,,192.0,34.0,167.0,233.0,98.0,8.0,311.0,299.0,,158.0,Third Line,82,1245.5,18,32,50,20.06,59.15,52.31,22,2002-01-01,CAN,CAN,71,184,2020,1,10,8482149.0
2024-2025,Cole Schwindt,VGK,F,393.0,207.0,,,337.0,118.0,383.0,438.0,275.0,155.0,2.0,168.0,95.0,418.0,Fourth Line,42,388.76666666667,1,7,8,4.55,53.85,50.06,23,2001-04-25,CAN,CAN,74,182,2019,3,81,8481655.0
2024-2025,Cole Sillinger,CBJ,F,286.0,365.0,212.0,172.0,353.0,413.0,154.0,355.0,160.0,190.0,341.0,179.0,152.0,195.0,Second Line,66,1116.3,11,22,33,14.28,43.21,42.47,21,2003-05-16,USA,USA,73,201,2021,1,12,8482705.0
2024-2025,Cole Smith,NSH,F,368.0,242.0,,77.0,322.0,188.0,374.0,395.0,328.0,426.0,241.0,50.0,,388.0,Third Line,71,966.01666666667,4,8,12,8.47,37.04,49.01,28,1995-10-28,USA,USA,75,195,-,-,-,8482062.0
2024-2025,Colin Blackwell,DAL,F,322.0,137.0,,139.0,343.0,103.0,237.0,376.0,240.0,347.0,15.0,155.0,109.0,344.0,Fourth Line,63,728.45,6,11,17,6.74,51.22,50.31,31,1993-03-28,USA,USA,69,190,2011,7,193,8476278.0
2024-2025,Collin Graf,SJS,F,423.0,322.0,60.0,166.0,357.0,328.0,422.0,378.0,438.0,338.0,259.0,344.0,,302.0,Second Line,33,523.36666666667,5,6,11,4.23,46.88,42.72,21,2002-09-21,USA,,73,194,-,-,-,
2024-2025,Colton Dach,CHI,F,395.0,331.0,,,385.0,416.0,406.0,374.0,336.0,186.0,163.0,19.0,,366.0,Fourth Line,25,303.2,2,5,7,3.9,46.15,41.66,21,2003-01-04,CAN,CAN,76,196,2021,2,62,
2024-2025,Colton Sissons,NSH,F,339.0,78.0,,138.0,287.0,247.0,370.0,361.0,259.0,416.0,325.0,145.0,30.0,275.0,Third Line,72,1033.85,7,14,21,10.21,37.50,49.28,30,1993-11-05,CAN,CAN,73,200,2012,2,50,8476925.0
2024-2025,Connor Bedard,CHI,F,195.0,437.0,85.0,,351.0,434.0,168.0,247.0,42.0,61.0,387.0,342.0,182.0,70.0,First Line,82,1663.4166666667,23,44,67,19.86,43.22,41.67,19,2005-07-17,CAN,,70,185,2023,1,1,8484144.0
2024-2025,Connor Brown,EDM,F,263.0,110.0,,10.0,262.0,84.0,174.0,299.0,277.0,367.0,281.0,408.0,,304.0,Third Line,82,1148.8,13,17,30,14.31,52.94,52.21,30,1994-01-14,CAN,CAN,72,181,2012,6,156,8477015.0
2024-2025,Connor Dewar,PIT,F,386.0,145.0,,93.0,408.0,149.0,210.0,326.0,407.0,413.0,159.0,47.0,,361.0,Fourth Line,48,554.76666666667,4,6,10,7.56,40.74,45.41,25,1999-06-26,CAN,CAN,70,183,2018,3,92,8480980.0
2024-2025,Connor McDavid,EDM,F,3.0,194.0,1.0,,1.0,70.0,84.0,67.0,2.0,42.0,11.0,303.0,105.0,4.0,First Line,67,1476.1,26,74,100,26.56,54.84,60.64,27,1997-01-13,CAN,CAN,73,193,2015,1,1,8478402.0
2024-2025,Connor McMichael,WSH,F,72.0,353.0,176.0,,89.0,334.0,122.0,28.0,156.0,157.0,378.0,368.0,,132.0,Second Line,82,1378.3,26,31,57,26.25,58.41,52.59,23,2001-01-15,CAN,CAN,72,180,2019,1,25,8481580.0
2024-2025,Connor Zary,CGY,F,182.0,233.0,200.0,,122.0,160.0,194.0,95.0,329.0,89.0,135.0,374.0,169.0,176.0,Second Line,54,868.0,13,14,27,13.82,47.62,52.28,22,2001-09-25,CAN,CAN,72,178,2020,1,24,8482074.0
2024-2025,Conor Garland,VAN,F,114.0,19.0,184.0,19.0,199.0,27.0,63.0,201.0,71.0,305.0,45.0,322.0,,124.0,First Line,81,1511.0166666667,19,31,50,20.86,45.31,53.05,28,1996-03-11,USA,USA,70,165,2015,5,123,8478856.0
2024-2025,Conor Geekie,TBL,F,264.0,175.0,,,264.0,97.0,321.0,200.0,267.0,228.0,87.0,93.0,142.0,338.0,Fourth Line,52,640.91666666667,8,6,14,6.99,45.65,50.54,20,2004-05-05,CAN,,76,207,2022,1,11,
2024-2025,Corey Perry,EDM,F,224.0,177.0,173.0,,131.0,100.0,256.0,92.0,394.0,57.0,139.0,282.0,,288.0,Fourth Line,81,966.9,19,11,30,15.2,56.45,51.77,39,1985-05-16,CAN,CAN,75,208,2003,1,28,8470621.0
